Value;Language Pair
[0.2490043690117697, 0.29566484193007153, 0.34104141684869926, 0.4018523528178533, 0.4591623441874981, 0.5169500707089901, 0.5650352833668391, 0.5733894964555899, 0.5766036057223877, 0.5639496523421258, 0.5560808763870349, 0.5513352321732479, 0.5044941079430282];en-ru
[0.4057171040525039, 0.4388587582608064, 0.47864730849862097, 0.5293534237146378, 0.5698632905880611, 0.6062279947598775, 0.6415131785968939, 0.6516396833459536, 0.6601333822806676, 0.6536994001727241, 0.6424956963645915, 0.6305469963637491, 0.5890394508935667];en-fr
[0.1287222520199915, 0.1604331167494335, 0.1879173670844951, 0.23994737126554053, 0.28022666842366256, 0.316689513673385, 0.3424861038165788, 0.34474811452130477, 0.35297845864513266, 0.36539216051382634, 0.35875444827368486, 0.368434220397224, 0.33395303120759007];en-hi
[0.19191670776500055, 0.22313460274289051, 0.2596316185345252, 0.31396254800260065, 0.3688768144448598, 0.4296689138561487, 0.478959237622718, 0.49048168323934077, 0.49802029655935864, 0.49185850644484164, 0.4882777435984462, 0.4823478101318081, 0.4460805053062116];en-ar
[0.24410707377518218, 0.2853350930195302, 0.3311762514337897, 0.3943038429816564, 0.45258223325014113, 0.5145757398506006, 0.561821093261242, 0.5731736063336332, 0.5848970384647448, 0.5745371560143152, 0.5666962563035971, 0.5602074625777701, 0.5244087547273375];en-ru
[0.3900448262194792, 0.42381118995447953, 0.4649161318937937, 0.5198898414770762, 0.5644108034173647, 0.6019269889593124, 0.6382030734419822, 0.6488423802951971, 0.6499525996049246, 0.6361112210884069, 0.6217300173640251, 0.6071441607992165, 0.5707175598169366];en-fr
[0.12426310902053955, 0.1527326000093793, 0.1807292288960889, 0.2366134016091625, 0.27782129001415645, 0.3219760328810662, 0.3549579571777334, 0.3640717345227798, 0.3818583525903523, 0.4043328648130409, 0.38922139515867454, 0.39054299707369255, 0.3448117915057325];en-hi
[0.19055782964530713, 0.21616401349504788, 0.2536851678912838, 0.30781770495076977, 0.3618620007733504, 0.42405801251530645, 0.47999181707700095, 0.500809881783401, 0.5158959501671294, 0.5186931191508969, 0.5037102506814214, 0.4964582695718855, 0.4379667614990224];en-ar
[0.24286000851076095, 0.2868094680085778, 0.3331147806470593, 0.39659465217341977, 0.4532374496633808, 0.510679075991114, 0.5551222135250767, 0.5608359665671985, 0.5693025063971678, 0.5577585676560799, 0.5466982471322019, 0.5411066363782933, 0.5117224056801448];en-ru
[0.3956716037293275, 0.4332081233213345, 0.47215712040662766, 0.525411474754413, 0.5654960979521274, 0.6008827837308248, 0.6333436819911004, 0.6403954691626131, 0.640982376386722, 0.6315547538098568, 0.619152407857279, 0.6053765451318274, 0.5698290706262924];en-fr
[0.1251431941675643, 0.15257180928873518, 0.1807185888212795, 0.2359433482463161, 0.27627590477777025, 0.3112845441481719, 0.3413648407223324, 0.34787791166832904, 0.3591355105613669, 0.3661579520612334, 0.3609686191620616, 0.3661883710045368, 0.33520945088316995];en-hi
[0.1924852700252086, 0.22026775908966859, 0.2545332815746466, 0.3071652999209861, 0.3582292165110509, 0.41635137880841894, 0.4692770898838838, 0.4842221104353666, 0.4951117311604321, 0.4897361962248882, 0.4812228987024476, 0.47754137583465006, 0.4352196046151221];en-ar
[0.24825262452097377, 0.2960710378022244, 0.341542254636685, 0.40023884958277145, 0.4553274042159319, 0.5137020923693975, 0.5575061041613419, 0.5651760418961446, 0.5721410741781195, 0.5583931429156412, 0.5519381069415249, 0.5458298215394218, 0.5055290622737569];en-ru
[0.39677003646890324, 0.4321927365163962, 0.4740016849339008, 0.5255502764383951, 0.5674322165052096, 0.6046302160123984, 0.6403306778271993, 0.6464596794048945, 0.6475238560202221, 0.639172589664037, 0.6323970676461855, 0.616176104680635, 0.571110173476239];en-fr
[0.1301398204723955, 0.15795227962390831, 0.18581104634484896, 0.23668683633208276, 0.27836645988747477, 0.3183869906639059, 0.3507987855995695, 0.3575497221946716, 0.36608747706438105, 0.3802734399581095, 0.37586826059656836, 0.3851369745687892, 0.3383914027720069];en-hi
[0.1934171659188966, 0.2201513562289377, 0.2569697429337733, 0.3118364175160726, 0.3658758612473806, 0.4241158709426721, 0.4763997630774975, 0.49310890028874077, 0.5028870024532079, 0.49120793752682707, 0.4798046338158504, 0.4719820657217254, 0.4286335981544107];en-ar
[0.25156544513069096, 0.2947635617852211, 0.3399940088701745, 0.40221659063051146, 0.4577531031767527, 0.5138212639590104, 0.5551967958609263, 0.5569335486491521, 0.5576512185980876, 0.5394729615553903, 0.5375435297936201, 0.5280937002940724, 0.49464304514966595];en-ru
[0.37816760094836355, 0.4182108960300684, 0.4608760605255763, 0.5193289169172446, 0.5604749928911527, 0.5991357783476512, 0.6331722653408846, 0.6382803379495938, 0.6380203645676374, 0.6225863059485952, 0.6108142505322273, 0.5990283685270696, 0.5618226563371718];en-fr
[0.12759525261052962, 0.1566835793888701, 0.18460515217622742, 0.23901470346725545, 0.2797891282014704, 0.31548747546505185, 0.3453485577815445, 0.34922976976881426, 0.36025182315769294, 0.37089024441627166, 0.3700429413797489, 0.3738953203855393, 0.33681239260321794];en-hi
[0.19161599525483325, 0.22077815249562263, 0.2581675479747355, 0.31700910749534766, 0.37128465339541433, 0.4308290659387906, 0.47913518885771433, 0.49286743253469467, 0.5004134816428025, 0.481539774875467, 0.4773449755103017, 0.4711403361863146, 0.4397338424184515];en-ar
[0.24814969036417703, 0.29031629022521277, 0.33591872955362, 0.3990220653265715, 0.45751825532565515, 0.515830806872497, 0.5614735793694854, 0.5678924048567812, 0.5815625690420468, 0.5789756578326827, 0.5732446611928753, 0.5723307162895799, 0.530438708417593];en-ru
[0.38725895509123803, 0.4252999882400036, 0.46735130096475286, 0.5220713904500007, 0.5636067772408326, 0.6025561468799909, 0.6358702545364697, 0.6458037472764651, 0.650975509500131, 0.6485970957422008, 0.6419467740086838, 0.6293257561263939, 0.5953656895024081];en-fr
[0.12812457850396944, 0.15586223212187178, 0.18400470860884524, 0.23673433197274182, 0.2765723080855484, 0.3127483785986745, 0.34223003093153237, 0.34452631676880024, 0.35222703164753816, 0.35988110487892605, 0.3506142579073397, 0.346803190537903, 0.328717943825759];en-hi
[0.18966343987112244, 0.2212616450075681, 0.25871265362327295, 0.3165053233255943, 0.3709547806282838, 0.4324431996047497, 0.4850277998795112, 0.5042532962809007, 0.5171630247309804, 0.5067747075669468, 0.5004204806522466, 0.48942977289824435, 0.450168147534132];en-ar
