text,class
"John Boyne was born in Dublin, Ireland on April 30, 1971 (44 years old). He studied English literature and writing initially at Trinity College then at the university of Norwich. He started to write at the age of 20. He had 70 novels and article published, among which the most famous, The Boy in the striped Pyjamas was adapted to the cinema, translated into 35 languages and sold to 15 million specimen. He is an author of novels and his novels are aimed at every generations. Novels: Novels for youth: Collection of stories: Short stories:",Easy
"The flamingo is a wading bird. There are 6 species, 4 in the New World and 2 in the Old World. The bird is found mostly in warm climates. The flamingos are of different species: Greater flamingo, Lesser flamingo, Chilean flamingo, James's flamingo, Andean flamingo, and American flamingo. Flamingos are either pink or white. Birds hatch with greyish reddish plumage, but adults range from light pink to bright red due to their diet. Pale flamingos may be ill or undernourished. Flamingos wade through shallow water looking for food. They eat brine shrimp and green algae. Their beaks filter mud from their food. The birds are very social, and live in groups sometimes numbering in the thousands. Living in large groups helps the birds to avoid predators and to make the best use of scarce nesting sites. CAUTION: many flamingos that live in Kenya and Tanzania are dying. Scientists do not know why. They think it may be because of bacteria in the water.",Easy
100 is a number impair. It comes after 99 and before 101.,Easy
"Once done, remove this template from the article or update its ""todo"" parameter to indicate what remains to be done (then add also its ""date"" parameter). Kazi Nazrul Islam (25 May 1899 - 29 August 1966; 11 Jaish 1307 - 12 Bhadra 1383 BS) was a Bengali poet born in Radha Bengal and later the national poet of Bangladesh. He was one of the leading Bengali poets, novelists, playwrights, musicians and philosophers of the twentieth century who was best known for his pioneering role in Bengali poetry as well as for his progressive impetus. He is one of the best personalities in the field of Bengali literature, society and culture and he was one of the leading figures of Bengali Manisha. His poems and songs are equally admired in West Bengal and Bangladesh. He has been called a rebellious poet because of his rebellious attitude in his poetry. The main theme of his poems was the vocal protest against human oppression and social injustice and exploitation. The dignity and importance of Kazi Nazrul Islam in the twentieth century Bengali mind is immense. As a poet, writer, musician, journalist, editor, politician and soldier, Nazrul was always vocal against injustice and injustice. This attitude is reflected in his poems and songs. His entry into the hands of Agniveena, his manifestation like a comet. As a rebel in writing, so in life - so the ""rebel poet"", his birth and death anniversaries are celebrated every year in Bengal with special dignity. Nazrul was born into a poor Muslim family. His primary education was religious. He also worked as a respected muezzin in a local mosque. As a teenager, he went on to work with various theater groups, gaining a thorough knowledge of poetry, drama and literature. After serving in the Indian Army for some time, he chose journalism as his profession. At that time he was living in Calcutta. During this time he embarked on a direct struggle against the British Raj. Publishes poems like Rebel and Broken Song; Comet-like periodicals. After being imprisoned, he wrote the statement of the political prisoner. In all these literary works, the opposition to imperialism was obvious. He had a special relationship with the pious Muslim community and the neglected Indian people. His literary work is dominated by love, liberation and rebellion. He also wrote against religious sexism. Although he wrote short stories, novels and plays, he is better known as a poet. He gave birth to a new genre in Bengali poetry. This is Islamic music or ghazal, in addition to which he also composed many excellent Shyama music and Hindu devotional songs. Nazrul composed about 3000 songs and composed most of them which are now known as Nazrul Sangeet or ""Nazrul Geeti"" and are especially popular. In middle age he contracted Pixus disease. As a result, he had to stay away from literary work till his death. At the same time he lost his mental balance. He came to Dhaka with his family in 1972 at the invitation of the Bangladesh government. At that time he was given the nationality of Bangladesh. This is where he died.",Easy
A century is a period of 100 years.,Easy
"Eswatini, officially the Kingdom of Eswatini and formerly named Swaziland, is a landlocked country in Southeast Africa.",Easy
"The cattle (scientific name: Bos taurus) is a great domestic mammal, that is bred for its milk, its meat, and as a draft animal. The female is called a cow, the male, a bull, and the young, a calf. Sometimes, the word ""cow"" is used for any of them. When eaten, the cattle meat is called beef, except fo the calf meat wich is called veal. Some males, especially bred for their meat, are castrated and called a steer, or a bullock. The cattle is quite tall, and has horns. Depending on sex and breed, it can reach up to 175 m tall and more than 1,200kg for the Chianina bull (the greatest breed in the World). Some breeds are bred for their meat, while other are rather bread for their milk, or sometimes both. The dairy breeds, bred for their milk, are often smaller. The zebu is a cattle native to Southern Asia. All living cattles descend from an extinct animal, the aurochs, that lived thousands years ago, in Europe and Asia.",Easy
North Brabant (Noord Brabant in Dutch) is a province in the south of the Netherlands.,Easy
"The modern Spanish alphabet uses the 26 letters of the Latin alphabet plus ñ (""eñe"", n with a tilde on top), which is a total of 27 letters. Although not considered separate letters of the alphabet, some letters may have diacritics. All five vowels may have an acute accent (á, é, í, ó, ú) to indicate that a syllable is stressed. For example, the word árbol (""tree"") is pronounced ""AHR-bohl"" (not ""ahr-BOHL""). It is also used in writing to distinguish homophones (words that sound the same but mean different things), such as the words si (""if"") and sí (""yes""), both pronounced ""see"". Also, the letter u may have diaeresis (ü) to indicate that the u is pronounced. For example, the word pingüino (""penguin"") is pronounced ""peen-GWEE-noh"" (not ""peen-GUEE-noh"").",Easy
"Sicily (sicilian: Sicìlia; Italian: Sicilia) is an Italian island. It's the biggest island in the Mediterranean Sea and the biggest region of Italy. The official language of Sicily is the Italian language, but a lot of people are native-speakers of Sicilian, an unofficial language. The capital of Sicily is Palermo.",Easy
"Cinderella is a neoclassical ballet based on the fairy tale of the same name by Charles Perrault. Nikolai Volkov wrote the scenario for the ballet, and Sergei Prokofiev wrote the music. The ballet was first performed on 21 November 1945 at the Bolshoi Theatre in Moscow. It was conducted by Yuri Fayer with choreography by Rostislav Zakharov. Galina Ulanova danced the title role. The search for Cinderella The Prince with Cinderella",Easy
"An online encyclopedia, also called an Internet encyclopedia, or a digital encyclopedia, is an encyclopedia accessible through the Internet. The idea to build a free encyclopedia using the Internet can be traced at least to the 1993 Interpedia proposal; it was planned as an encyclopedia on the Internet to which everyone could contribute materials. The project never left the planning stage and was overtaken by a key branch of old printed encyclopedias. Wikipedia is the largest online encyclopedia that's got nearly 60 000 articles, but the English Wikipedia's got only 6 296 662 articles and it's the largest of 321 Wikipedia language editions. There're a lot of old encyclopedias and dictionaries of national biographies on Wikisource both in English and other languages. The completion of these encyclopedias vary and the quality of the content varies from proofread, to poor quality text with many optical character recognition (OCR) errors.",Easy
"Clark Gable (February 1, 1901 – November 16, 1960) was an American stage and screen actor. He is best known for his roles as Fletcher Chrisitian in Mutiny on the Bounty (1935), and Rhett Bulter in Gone with the Wind (1939). He won the Best Actor Academy Award for his work in the screwball comedy It Happened One Night (1934). Gable was born in Cadiz, Ohio, and died in Hollywood, California. He was married several times and had one child, John Gable. He was one of the greatest male leads in movies, and was partnered with the greatest actresses of the day. He was named the seventh greatest male actor of all time by the American Film Institute.",Easy
Lubec is a small town in Maine.,Easy
"Quartiere Bocconi — district (""quartiere"") in Milan, Italy. It is located in Zone 5 and is centered on Viale Bligny. The name comes from Bocconi University, which is located in Viale Bligni and is considered one of the most important universities for top managers in the world. The area is located on a square that runs through its most important street - Viale Bligni, full of fashionable clubs and luxury restaurants, Viale Col di Lana, Corso San Gottardo, Via Ripamonti, Via Vittore Buzzi - Via Spadolini, Viale Tibaldi. The area is characterized by the large Bocconi University Park, which also includes the Ravizza Park, the Park of Memories and the Park of the Resistance. The area is close to the Navigli, the Prada Foundation, the Mirasole Oasis and the Vettabbia Park, considered the central park of Milan and very popular among Bocconi students.",Easy
"Geoffrey Chaucer (c. 1343 – 25 October 1400) was an English poet of the Middle Ages. He was born to a wine merchant in London. Around 1366, he married Philippa (de) Roet, a lady-in-waiting to the Queen. It is unknown if they had three or four children. In his adult years, he traveled both in England and on the continent. He became a member of the royal court of Edward III as a varlet de chambre, yeoman, or esquire on 20 June 1367. His most famous work is The Canterbury Tales.",Easy
"The Firebird is a ballet with music by Igor Stravinsky and choreography by Michel Fokine. The story of the ballet is based on Russian fairy tales. The ballet was written for the 1910 Paris season of Ballets Russes and premiered on 25 June 1910. The Firebird was played by Tamara Karsavina; Ivan Tsarevich by Michel Fokine; Kaschei, the Immortal by Alexey Bulgakov; and The Beautiful Tsarevna by Vera Fokina. The ballet was a huge success. Stravinsky later arranged music from the ballet for three concert suites. Prince Ivan enters the garden of the sorcerer, Kashchei the Immortal. Ivan sees and catches the Firebird. She begs for her life, and promises Ivan she will help him whenever he needs her. Thirteen princesses enter the garden. Ivan falls in love with one of the princesses. He asks the sorcerer for the princess's hand in marriage, but the sorcerer begins a quarrel. He sends all of his magical creatures against Ivan, but the Firebird intervenes. The creatures are made to dance. As the sorcerer sleeps, Ivan learns the secret of his immortality from the Firebird. The sorcerer's soul is contained in an enormous egg in the garden. Ivan destroys the egg, and the sorcerer dies. The sorcerer's horrible creatures and his palace disappear. The princesses remain alive. Ivan is united with the princess he loves.",Easy
"The fox is a mammal, carnivorous it can be: red orange, light grey The fox is long 60-80 cm and weighs 67kg The scientific denomination is Vulpes and classification is mammal and carnivores The desert fox eats: meat, worms. The habitat are: wood and in countries The title of one book with presence of desert fox is: Gon, the little fox Is present in the film: The fox and the girl https:en.wikipedia.orgwikiEnglish_Wikipedia",Easy
"Victor Hugo was a French writer of the Romantic era. He was born on 26 February 1802 in Besançon, France. He died on 22 May 1885 (aged 83) in Paris, France. He wrote the novels The Hunchback of Notre Dame (Notre-Dame), Les Miserables, and Toilers of the Sea. It is also known to be a very committed writer (against the capital punishment for example) and to have made great political discourses. In 1848, it becomes appointed of Paris. In December 1851, he is opposed to the dictatorship of Napoleon III and must live in exile in the Channel Islands until the end of the Second Empire in September 1870.",Easy
Vietnam is a country in Southeast Asia. It has about 93 million people living there. The capital city is Hanoi. It's official language is Vietnamese.,Easy
"A teddy bear is a type of toy that looks like a bear. The teddy bear is normally a cub or baby bear. In Russia, bears were used as children's toys for many years before they became popular in the United States. The teddy bear in Russia has been the subject of folklore or stories for many years. Some people believe that teddy bears are only a children's toy but the bear is more than that. The teddy bear is used to comfort people and also to teach. As you will read in the Wikipedia: teddy bears are for adults as well as for children. A teddy bear is a popular and well-known toy. It may often have human-like features. They are usually small and soft. Teddy Bears are found all over the world. In the early days of teddy bears, they were made from mohair. Now they are usually made from synthetic (fake) fabrics. There are many stories about how the Teddy Bear got its name. It may be a myth but the teddy bear is said to be named after Theodore Roosevelt. Roosevelt was the 26th and youngest President of the United States. He was president from 1901–1909. Friends of the president gave him the nickname ""Teddy"". The most told story happened in November 1902. President Roosevelt was in Mississippi for a bear hunt. He and other men went out hunting for bear on horseback. The President and the men had hunting dogs to help find the bears. The dogs ran off following the scent of the bears. When the men could no longer hear the dogs, they turned around and went back to their camp, When they got to camp a bear was there. Everyone at the camp wanted President Roosevelt to shoot the bear. He would not do it or let anyone else do it. British soldiers in World War I, wore fur coats that they called Teddys. The American soldiers also wore a one piece fur overall they called a teddy. Women's nightgowns have also been nicknamed ""Teddy"" because the are comfortable. The teddy bear has been a mascot and a companion for many adults. Olympic Long Jump Gold Medal winner Randy Wililams 1972 pictured on Life magazine with a teddy bear at the Munich games. The bear was giving to him by an ex-girlfriend. While playing baseball with the San Francisco Giants, Ron Bryant was nicknamed ""Bear"" for always taking his teddy bear everywhere with him. After playing for the Giants, he was traded to the Chicago Cubs. While he was playing with the Cubs, Bryant bought a bear from a girl on the street. He took the bear to the game and they won that day. After that, he brought the bear with him to all the games. The teddy bear was even fitted with a baseball uniform with Bryant's number. Adults often collect ""Cherished Teddies"". They are figurines of teddy bears. They are considered knick knacks. Only a limited number from each mold is produced. Some are more rare, or uncommon than others. The less made of a particular one, the more valuable they are. Beanie Baby bears are of the most popular in Beanie Baby collections. ""Princess Diana"" bear honors the late Princess of Wales. Her bear is of royal purple color with two flowers on its heart. Accessories for the bear such as a copy of Princess Di's actual license, a crown, and royal cape can be purchased to enhance the royal bear. Some bears that were defective in production are considered to have the highest worth, since limited amounts were effected. Collectors search for the defective ones to have the most unique collection. Just as with ""Cherished Teddies"" the less available ones are worth the most amount of money. The TY tags on the ears of the bears condition also attributes to their value. Children have a tendency to rip off these tags making the collectibles an everyday toy. The teddy bear is used in children's classrooms. According to ""The Much Maligned Teddy Bear"" teddy bears comfort and support children. The teddy bear is also used to teach children about different places. In story, the bear does traveling and sends postcards to the readers, which helps children learn. A child can learn a lot through teddy bears. There are books, logos that teach and comfort children. The teddy bear books help children learn to read and are also fond memories for parents and grandparents. Law enforcement in America gives children in tramatic experiences teddy bears for comfort. Several agencies provide the bears the children going through crisis. The bears are donated by citizens to help children deal with transition from their homes to foster care or when a parent is arrested for disobeying the law and is taken to jail. Firemen also hand out bears to children victims of fire.",Easy
Coc-Cola is an American soft drink. It is popular in the whole world.,Easy
"Miley Cyrus is an American entertainer. She was born in Nashville, Tennessee, USA in 1992. Her father is countrywestern singer Billy Ray Cyrus. Cyrus starred in the television program Hannah Montana when she was eleven. In 2012 and 2013 she appeared in the TV sitcom Two and a Half Men. In August 2013, Cyrus caused controversy when she twerked at the MTV Video Music Awards program. Cyrus has made 4 movies, has toured, and, as of 2013, has released four albums: Meet Miley Cyrus (2007), Breakout (2008), Can't be Tamed (2010), and Bangerz (2013). Her music video ""Wrecking Ball"" (song from her Bangerz album) caused controversy. She appeared nude in the video and kissed and licked the head of a sledge hammer.",Easy
"Anna Mary Robertson Moses (better known by her nickname of ""Grandma Moses"") was an American folk painter. She was born on September 7, 1860 in Greenwich, New York, and died on December 13, 1961. She married farm hand Thomas Salmon Moses, had ten children, and was widowed in 1927. Moses began her career in painting in her 70s. For years she had embroidered pictures, but arthritis eventually made this work impossible. She turned to painting because she wanted to give the postman a Christmas gift. In November 2006, her 1943 work Sugaring Off became her highest-selling work at US $1.2 million. Moses painted mostly scenes of rural life and activities such as maple sugaring and ice skating parties. She produced over 1600 paintings in her 30-year career. Her paintings were commercially reproduced on calendars, greeting cards, and other materials.",Easy
"The definition of symbiosis has been controversial. Some believe symbiosis should only refer to persistent mutualisms, while others believe it should apply to all kinds of long-term biological interactions. After 130 years of debate, current biology and ecology textbooks now use the latter ""de Bary"" definition or an even broader definition (where symbiosis means all species interactions). The restrictive definition (where symbiosis means mutualism only) is no longer used. The widest definition includes parasitism (in which one organism is helped and the other organism is hurt), mutualism (in which both organisms are helped), commensalism (in which one organism is helped and the other is not affected), and competition (in which both organisms are hurt).",Easy
"The Dhaka Metro Rail, a major infrastructural project in Bangladesh's capital, Dhaka, is a rapid transit system designed to alleviate the chronic congestion in one of the world's most densely populated cities. This project reflects a monumental step towards modernising the city's transportation infrastructure and improving the quality of life for its inhabitants. The idea of the Dhaka Metro Rail was conceived in response to the urgent need for a sustainable and efficient transportation solution in Dhaka, which is plagued by severe traffic congestion. The Government of Bangladesh, with support from various international financing institutions, embarked on this ambitious project to revolutionise the city's commuting experience. The project was officially launched to provide a fast, reliable, and environmentally friendly mode of urban transportation. The Dhaka Metro Rail is characterised by advanced rail technology, modern stations, and a comprehensive network to cover significant parts of the city. It features state-of-the-art rolling stock, automated ticketing systems, and sophisticated safety mechanisms. The metro system is designed to be energy-efficient and is equipped with features that ensure minimal environmental impact. The network consists of multiple lines, each serving critical urban areas, and is planned to integrate seamlessly with other forms of public transportation. The routes are strategically designed to connect major residential, commercial, and industrial areas, facilitating efficient urban mobility. The Dhaka Metro Rail project is more than just a transportation initiative; it catalyses socio-economic development. It is expected to significantly reduce travel time, lower transportation costs, and improve residents' overall quality of life. Additionally, the project is anticipated to spur economic growth by creating jobs, attracting investments, and enhancing the city's global competitiveness. Despite its benefits, the project faces challenges, including complex urban planning, funding, and ensuring minimal disruption during construction. The future of the Dhaka Metro Rail involves expanding its network, integrating with other modes of transportation, and continuously adopting technological advancements to enhance its efficiency and reach.",Easy
"Hydrogen (chemical symbol H and atomic number 1) is a chemical element. It is thought to be the most abundant element in the universe. It is also the lightest element on the periodic table. Hydrogen is a gas at room temperature. Its melting and boiling points are very low (approximately 14 K and 20 K above absolute zero, respectively). Water (H2O) is a well-known chemical compound, which consists of two hydrogen atoms and one oxygen atom.",Easy
"The Dhaka Metro Rail, a major infrastructural project in Bangladesh's capital, Dhaka, is a rapid transit system designed to alleviate the chronic congestion in one of the world's most densely populated cities. This project reflects a monumental step towards modernising the city's transportation infrastructure and improving the quality of life for its inhabitants. The idea of the Dhaka Metro Rail was conceived in response to the urgent need for a sustainable and efficient transportation solution in Dhaka, which is plagued by severe traffic congestion. The Government of Bangladesh, with support from various international financing institutions, embarked on this ambitious project to revolutionise the city's commuting experience. The project was officially launched to provide a fast, reliable, and environmentally friendly mode of urban transportation. The Dhaka Metro Rail is characterised by advanced rail technology, modern stations, and a comprehensive network to cover significant parts of the city. It features state-of-the-art rolling stock, automated ticketing systems, and sophisticated safety mechanisms. The metro system is designed to be energy-efficient and is equipped with features that ensure minimal environmental impact. The network consists of multiple lines, each serving critical urban areas, and is planned to integrate seamlessly with other forms of public transportation. The routes are strategically designed to connect major residential, commercial, and industrial areas, facilitating efficient urban mobility. The Dhaka Metro Rail project is more than just a transportation initiative; it catalyses socio-economic development. It is expected to significantly reduce travel time, lower transportation costs, and improve residents' overall quality of life. Additionally, the project is anticipated to spur economic growth by creating jobs, attracting investments, and enhancing the city's global competitiveness. Despite its benefits, the project faces challenges, including complex urban planning, funding, and ensuring minimal disruption during construction. The future of the Dhaka Metro Rail involves expanding its network, integrating with other modes of transportation, and continuously adopting technological advancements to enhance its efficiency and reach.",Easy
"Central America is the land between Mexico and South America including Belize, Costa Rica, El Salvador, Guatemala, Honduras, Nicaragua, and Panama. Most of the economy is based on plantations or small farms growing bananas, coffee, sugar, and cotton. For their own use people grow corn and beans. The population is about 43 million. The region's total area is 200,000 square miles. Central America was ruled by the Mayan people until the Spanish conquest in the 1400s.",Easy
Reason: misspelled Kerachi is a city.,Easy
"Dewan Hason Raja Chowdhury, or simply known as Hason Raja (Bengali: হাসন রাজা; 21 December 1854 – 6 December 1922) was a Bengali mystic poet and songwriter from Sylhet, Bengal Presidency (now Bangladesh).His unique style of music made him one of the most prominent figures in Bengali folk culture. Raja was born on 21 December 1854 in Lakshmansree, now Sunamganj to a Bengali Muslim zamindar family. His father was Dewan Ali Raja, the grandson of Birendraram Singhdev (later converted from Hinduism to Islam and renamed as Dewan Raja Babu Khan).Hason Raja's mother was Hurmat Jahan Bibi, the last and fifth wife of Dewan Ali Raja Chowdhury of Kauriya. Hurmat was previously a widow after the death of her former husband, Muhammad Asim Chowdhury. Hason Raja spent most of his childhood in Lakshmansree with his mother as his father married widow of his first cousin late Amir Baksh Chowdhury who was living at Lahshmansree (Sunamganj) the most north-eastern part of now Bangladesh. His father started on and off living in Lakshmanshree of Sunamganj, 33 miles away from Rampasha, for at least three or four months of the year. Ali supervised and managed his wife's properties at Lakshmansree. That is why Lakshmansree was his birthplace of the poet. The death of Raja's elder half-brother, Ubaidur Raja, followed by the death of his father (in about 40 days gap), put the power and responsibility of the whole family upon Hason Raja at a very young age. Raja established schools and religious centres like mosques and he is said to have been widely engaged in charities within his immediate communities. He donated vast land properties for the well-being of the people. He was interested in the well-being and protection of birds and animal life. He spent a large quantity of his money on those lives. The 12 June 1897 Assam earthquake was one of the biggest earthquakes that occurred in the Assam and Sylhet area. The largest known Indian interpolate earthquake (at 8.0 on the moment magnitude scale) resulted in the destruction of structures over much of the Plateau and surrounding areas, and caused widespread liquefaction and flooding in the Brahmaputra and Sylhet floodplains. He found out many of his kin and relatives as well as his people wounded and killed. His thatched house was fully damaged. He lost many of his tamed birds and animals. Raja died on 6 December 1922.Two museums were established in his name in two places. One,Hason Raja Museumsponsored by ""Hason Raja Museum Trust"" at Sunamganjat his birthplace, Lokkonshri, Sunamganj, and another,Museum of Rajas'at RajaKunjo, Sylhet, sponsored by ""Educationist Dewan Talibur Raja Trust"". Raja's songs are collected in booksHason UdasandShaukhin BaharIt was reported byWashington Bangla Radioin May 2013, that an epicBengalifeature filmHason Rajais under production, based on the life and music of Raja played byMithun Chakraborty, directed byRuhul Amin, and produced by Galaxy Films between UK, India and Bangladesh.A volume calledHason Raja Samagrawas also published. It contained 500 poems and songs. AuthorHumayun Ahmedbrought Hason Raja's work in limelight again in modern days after using Raja's various popular folk songs in his movies and television dramas. Author Rabindranath Tagore quoted on Hason Raja, 'We realise it through admiration and love, through hope that soars beyond the actual, beyond our own span of life into an endless time wherein we live of all men.' and 'It is a village poet of East Bengal who preaches in a song the philosophical doctrine that the universe has its reality in its relation to the Person.' Sources vary regarding the month and day of his death.Banglapedia(Second edition) says he died in November. The Hason Raja Museum Trust, Dewan Muhammed Azrof andDhaka Tribunesay he died on 6 December. Banglapedia(First edition) says he died on 7 December. The Daily Starsays he died on 8 December.",Easy
The Empire State Building is a 103-story skyscraper in New York City. It was completed in early 1931. The Empire State Building is the fourth-tallest completed skyscraper in the United States. It was designated as a National Historic Landmark in 1986.,Easy
"Blue is a color, the color of the sea and sky. Samsung's digital assistant Galaxy considers it her favorite color. It is one of three primary colors of light, along with red and green, and of paint, along with red and yellow. According to surveys in the United States and Europe, blue tends to be associated with confidence, distance, infinity, harmony, faithfulness, imagination, cold, and sometimes sadness. Blue is a popular favorite color. Often, it is linked with masculinity. Of all the colors, blue is the one most associated with intelligence, knowledge, calm, and focus.",Easy
Costa Rica is a country in Central America.,Easy
"George Frideric Handel (Halle, Duchy of Magdeburg, 23 February 1685 – London, 14 April 1759) was a German composer. He passed most of his adult life in England. He composed operas in Italian for London, and oratorios in English. His best known works include the operas, Alcina, Ariodante, and Xerxes, and the oratorios, Israel in Egypt, Alexander's Feast, Saul, Semele, and Messiah. Other well known works are the three Water Music suites, the Royal Fireworks Music for orchestra, and the Theme and Variations in E for harpsichord called ""The Harmonious Blacksmith"". His Largo from ''Xerxes'' is played on solemn occasions such as weddings and school graduations. The Christmas carol, ""Joy to the World"", is said to have been composed by Handel. Handel died in London, and was buried in Westminster Abbey.",Easy
