text,class
"Joana d'Arc (nascuda a Domrémy, l'any 1412 i morta a Rouen, el 30 de maig de 1431), va ser una militar que va lluitar i va guanyar la batalla d'Orleans als 17 anys. Algunes persones també la coneixen com a Jeanne o Pucelle d'Orléans. No se sap quan va néixer exactament, però es suposa que va néixer el 6 de gener de 1412. El que sí que és segur és que va morir a Rouen el 30 de maig de 1431 cremada en públic per heretge. L'any 1920 es va decidir fer santa a Joana.",Easy
"Un planeta és un objecte gran com Júpiter o la Terra que orbita una estrella. És més petit que un estel, i no té llum. Els planetes tenen forma de bola (esfera). Els objectes que orbiten al voltant dels planetes es diuen llunes. Hi ha vuit planetes al Sistema Solar. Plutó solia ser conegut com un planeta, però a l'agost de 2006, la Unió Astronòmica Internacional va decidir que era un planeta nan. Hi ha quatre planetes nans més coneguts en el Sistema Solar, Ceres, Makemake, Haumea i Eris. El nom de ""planeta"" ve de la paraula grega πλανήτης (planetes), que significa ""errants"", o ""les coses que es mouen"". Fins a la dècada de 1990, la gent només coneixia els del Sistema Solar. El juny de 2011, es coneixien 563 planetes. Els planetes del Sistema Solar tenen noms de déus grecs o romans, a part de la Terra, perquè abans la gent no creia que la Terra era un planeta. No obstant això, la Terra es denomina en ocasions pel nom d'un déu romà: Terra. Altres idiomes, com ara la Xina, utilitzen diferents noms. Les llunes també tenen noms de déus i de les persones de la mitologia clàssica, o de les obres escrites per Shakespeare. Aquí hi ha una llista de planetes del Sistema Solar. Estan ordenats de més a prop a més lluny del Sol.",Easy
Txad és un estat d'Àfrica.,Easy
"A Brasil, el President de la República Federativa és la màxima autoritat a Brasil i també el director general. Com que el Brasil és una república presidencial, el president és alhora cap de govern i cap d'estat. És elegit per sufragi universal per un mandat de quatre anys renovable.",Easy
"El Nadal és una festa cristiana en la que se celebra el naixement de Jesús de Natzaret. El Nadal és el 25 de desembre, i és la festa crisitana més important amb la Pasqua. A Catalunya hi ha unes quantes tradicions nadalenques: Els dolços típics de Nadal són: També hi ha uns quants personatges relacionats amb el Nadal. Són aquests:",Easy
Els asquenazites són els jueus que viuen a Alemanya.,Easy
"Un cometa és una espècie de gran bola de gel i pols congelada, que viatja per tot el Sistema Solar. En arribar prop del Sol, la calor fa que s'evapori, i projecta un plomall de vapor i pols, la ""cua"". En aquest punt, el cometa emet llum, i pot ser vist des de la Terra. Al contrari del que molta gent pensa, la cua no sempre va al darrere del cometa. La cua es dirigeix cap al Sol. Per tant, quan s'allunya del Sol, la cua es dirigeix cap a enrere, però quan s'apropa la cua es dirigeix cap endavant. A causa de que els cometes només es poden veure des de la Terra durant el temps que estan prou a prop del Sol, apareixen només de tant en tant. Per exemple, el famós cometa Halley només pot ser vist cada 76 anys de mitjana. Vist per última vegada el 1986, es tornarà a veure el 2061. Per aquesta raó, els cometes han estat durant molt de temps objectes semblants a estrelles misterioses, que apareixen de sobte al cel de la nit i després desapareixen. Per exemple, el cometa Halley és tan llarg que, fa segles, gairebé ningú podia veure'l dues vegades en la seva vida; així, ningú primer va pensar que podria ser el mateix objecte que va reaparèixer. Els cometes es va creure durant molt de temps que eren mals auguris. El 1066, el cometa Halley va aparèixer durant la batalla de Hastings, i va ser considerat un mal presagi perquè el rei anglosaxó Harold II va ser derrotat per William el Conqueridor, duc de Normandia. De fet, ell realment va perdre la batalla, que va portar a la gent a creure que el presagi era cert. Ximpleries, és clar: en una batalla, algú ha necessàriament a ser derrotat, no és així? Així, d'aquesta manera, els ""presagis"" que prediuen una derrota podrien fallar. De totes maneres, el cometa es representa en el famós tapís normad de Bayeux.",Easy
"Aristòtil (384 aC - 322 aC) va ser un filòsof grec. Als 18 anys va entrar a l'acadèmia de Plató d'Atenes. Quan va sortir de l'acadèmia, als 37 anys, Felip de Macedònia va demanar-li que fes de professor a Alexandre el Gran. Les seves obres més conegudes són Els Poètics i La República. Els seus escrits van ser el primer sistema de filosofia. És considerat el primer científic de la història.",Easy
Malawi és un estat d'Àfrica.,Easy
La vinya vermella prop d'Arle (en neerlandès «De Rode Wijngaard») és un quadre del pintor neerlandès Vincent van Gogh. Va ser l'única obra que va vendre durant la seva vida.,Easy
Nauru és un estat d'Oceania.,Easy
Un trompetista és un músic que toca la trompeta.,Easy
"Togo és un estat d'Àfrica. Limita amb Ghana, Benín, Burkina Faso, i el Golf de Guinea. La capital és Lomé i té uns sis milions d'habitans.",Easy
Sudan és un estat d'Àfrica.,Easy
Fiji és un estat d'Oceania.,Easy
"La Valletta és la capital de Malta. Té més de 6.000 habitants però cada any n'hi ha menys. Té una superfície de 0,55 quilòmetres quadrats.",Easy
"Finlàndia és una república del nord-est d'Europa, a Escandinàvia; també és el país amb la millor educació del món. La capital, i ciutat més important del país és Hèlsinki, i té mig milió d'habitants aproximadament. Hi ha dos idiomes oficials a Finlàndia: També existeixen altres llengües, com l'anglès. El grup ètnic dominant és el dels finlandesos, encara que també hi ha petites minories nacionals que inclouen russos, jueus, romanís (""gitanos"") i tàrtars.",Easy
"Saint Christopher i Nevis (en anglès Saint Kitts i Nevis) és un estat d'Amèrica. Està situat a les Illes Sotavent, al Carib. Està a 350 quilòmetres del país de Puerto Rico i la capital del país és Bassterre. Té uns 51.000 habitants.",Easy
Zàmbia és un estat d'Àfrica.,Easy
"L'electròlisi és la descomposició d'una substància química, anomenada en aquest cas electròlit, dissolent-la en aigua i fent passar per la dissolució una corrent elèctric. Es fa en un recipient. S'hi posa la dissolució amb l'electròlit que es vol descompondre i s'introdueixen en els seus costats dues làmines metàl·liques que es diuen elèctrodes que estan connectades als pols d'un generador d'electricitat com una bateria o pila. Quan es fa passar el corrent elèctric, la substància química que està formada per dos elements es descompon en aquests i cada un es dirigeix ​​cap a un elèctrode diferent on es poden recollir. En dissoldre en l'aigua el NaCl aquest es descompon en els dos elements que el componen: el clor Cl i el sodi Na, però en forma d'anions clorur (Cl-) és a dir carregats negativament i el sodi en forma de cations sodi (Na+) carregats positivament. Al pas del corrent elèctric cada un es dirigeix ​​a l'elèctrode corresponent on es diposita. En aquest cas, el sodi com és un metall sòlid va recobrint amb una capa fina un dels elèctrodes, càtode. El clor en ser un gas es veu bombollejant prop de l'ànode i es pot recollir ficant aquest dins d'un tub d'assaig en posició invertida.",Easy
"L'islam és una religió creada el segle VII a Aràbia. Els seguidors d'aquesta religió es diuen musulmans. Els musulmans creuen que Déu, en àrab Al·là, va donar un missatge a Mahoma. Llavors, Mahoma va escriure el que Déu li havia dit a l'Alcorà. Aquest missatge diu que només hi ha un déu i que tot ho ha creat ell. Les dues branques bàsiques d'aquesta religió són:",Easy
"L'alfabet àrab és l'alfabet que es fa servir per escriure els idiomes àrab, persa i altres idiomes que es parlen al nord d'Àfrica i al sud d'Àsia. És el tercer alfabet més utilitzat del món, després de l'alfabet llatí i el xinès. L'alfabet àrab s'escriu al revés que el llatí: de dreta a esquerra. Hi ha 28 lletres, i normalment no s'escriuen les vocals. 1: Les lletres àrabs canvien de forma quan estan al costat d'altres lletres. En les columnes ""Inicial"", ""Medial"" i ""Final"" hi ha aquests canvis depenent de si la lletra va després o abans d'una altra lletra (en la mateixa paraula). 2: Les lletres vermelles a les formes inicial i medial no van lligades a la següent lletres. Llavors, la següent lletra agafa la forma ""inicial"" encara que estigui al mig d'una paraula.",Easy
Àustria és un estat situat al centre d'Europa. La seva capital és Viena. El país té una extensió de 83.871 km² i una població total de 8 206 524 habitants anomenats austríacs.,Easy
"El dialecte menorquí és el dialecte del català que es troba a l'illa de Menorca i es troba dividit en dos: el menorquí oriental, que comprèn els municipis de Maó, Es Castell, Sant Lluís i Alaior i el menorquí occidental que és el dels altres municipis menorquins: Es Mercadal, Es Migjorn Gran, Ferreries i Ciutadella. El menorquí conté paraules dels idiomes anglès, espanyol, català, francès, italià i alemany. És un dialecte bastant curiós. El menorquí té molts de paraules dels quasi 100 anys d'ocupació anglesa. Les dos que més s'usen són bòtil i boínder, metres que del català destaca fems.",Easy
"TV3 és un canal de televisió públic de Catalunya, que pertany a una empresa anomenada Corporació Catalana de Mitjans Audiovisuals (CCMA). La primera emissió de la TV3 va ser el 10 de setembre del 1983. Actualment emet a la majoria de territoris de parla catalana: Catalunya, Andorra, lesilles Balears, una part al Sud de Françai laFranja de Ponenta l'Aragó. Els únics territoris on es parla el català que actualment no reben l'emissió de TV3 són elPaís Valenciài la ciutat del'Alguer(Itàlia).",Easy
"Niscemi (sicilià: Niscìma) és un municipi de la província de Caltanissetta, a Sicília. L'any 2008 tenia 27.000 habitants",Easy
"Belize és un estat d'Amèrica. Està al costat de Mèxic, de Guatemala i del mar de les Antilles. La seva capital és Belmopan, tot i que la ciutat més gran és la Ciutat de Belize, l'antiga capital del país.",Easy
Piemont (en italià: Piemonte) és una regió d'Itàlia. La seva capital és Torí. L'any 2013 tenia una població de 4.400.000 habitants.,Easy
"El cap d'any és el dia en el que comença un nou any. En el calendari gregorià, que és el calendari que es fa servir a Europa, el cap d'any és l'1 de gener. A les dotze de la nit de cap d'any hi ha la tradició de menjar un gra de raïm per cada campanada. Com que sonen dotze campanades, es mengen dotze grans de raïm.",Easy
"Una piragua és una embarcació llarga, estreta, menuda i molt lleugera que es pot propulsar amb rems o a vela, com la que usen els indis en pel·lícules o la que s'utilitza en algunes especialitats esportives com el piragüisme.",Easy
"La cúrcuma és un medicament que serveix per la neoplàsia i la diabetis. Està format de diferents elements, i la curcumina és el més important. La curcumina ajuda a fer crèixer la glucosa que tenim a la sang.",Easy
"Sutera (sicilià: Sutèra) és un municipi de la província de Caltanissetta, a Sicília. L'any 2013 tenia 1.400 habitants",Easy
Thomas Alva Edison (1847 - 1931) va ser un inventor americà. Va ser l'inventor de la bombeta elèctrica.,Easy
"L'escalfament global és un procés en el que puja la temperatura del planeta per, entre altres causes, la intensificació de l'efecte hivernacle produït per la contaminació de l'ésser humà. Probablement fenomens naturals com la variació solar i els volcans van provocar una mica d'escalfament global des de l'època preindustrial fins al 1950 i un lleuger refredament des del 1950 cap endavant. Aquestes conclusions bàsiques han estat aprovades per, com a mínim, 30 societats i acadèmies científiques. Això fa mal al nostre planeta si seguim així, a finals del segle XXI la temperatura de la terra podria arribar a pujar 4,6 graus i això és un desastre.",Easy
"Melilla és una ciutat autònoma d'Espanya, és a dir, una ciutat que funciona quasi com si fos una comunitat autònoma. La diferència és que no té un parlament propi, com la resta de comunitats autònomes. Està situada al nord d'Àfrica. Espanya té dues ciutats autònomes, l'altra és Ceuta.",Easy
"Atenes és la capital de Grècia. També és la ciutat més gran del país. Va ser una ciutat molt important de l'Antiga Grècia. La majoria d'edificis antics estan al voltant del turó de l'Acròpoli. Hi ha molts monuments grecs, romans i bizantins. Va ser la seu dels primers Jocs Olímpics moderns.",Easy
Nauru és un estat d'Oceania.,Easy
"Alemanya és un país situat al centre d'Europa. Limita al nord amb el Mar del Nord, Dinamarca i el Mar Bàltic; a l'est amb Polònia i la República Txeca; al sud amb Àustria i Suïssa; i a l'oest amb França, Luxemburg, Bèlgica i els Països Baixos. Té una superfície de 357.021 quilòmetres quadrats. La seva capital és Berlin. És un estat federal. Està format per 16 estats, que en alemany es diuen länder. Cada estat té el seu propi govern i parlament, que en alemany es diu Landtag. Alemanya té tres grans parts: una plana de al nord, una zona d'altiplans al centre i una regió amb muntanyes al sud. El clima és oceànic, amb hiverns i estius frescos, ennuvolats i humits. El temps és imprevisible: a l'estiu, per exemple, pot haver-hi un dia calorós i assolellat i el següent fred i amb pluja.",Easy
"Quartiere Quadronno és un districte (""quartiere"") de Milà, Itàlia. Es troba dins de la Zona 1 (el nucli històric de la ciutat) i se centra a Via Quadronno. El nom prové de l'italià medieval ""Cadronno"" derivat de l'antiga llengua lombarda que significa el nom d'un riu bell i blau que envoltava la zona. Quadronno va ser l'única zona dins de les muralles defensives de Milà, en la qual van créixer plantes i arbres, en particular les moreres sagrades. Normalment dins de les muralles defensives no hi havia arbres per tenir visibilitat per a la seguretat de la ciutat.",Easy
"Mazzarrone (sicilià: Mazzarruni) és un municipi de la província de Catània, a Sicília. L'any 2008 tenia 3.900 habitants.",Easy
"San Cataldo (sicilià: Santu Catallu o Santu Cataddu) és un municipi de la província de Caltanissetta, a Sicília. L'any 2013 tenia 23.500 habitants",Easy
"El llibre de la selva (títol original en anglès: The Jungle Book) és una pel·lícula d'animació estatunidenca de 1967, produïda per Walt Disney Productions, la dinovena de la productora. Es va inspirar en les històries del nen salvatge Mowgli del llibre El llibre de la selva de Rudyard Kipling. La pel·lícula va tenir uns ingressos de més de 73 milions de dòlars als Estats Units en la seva primera estrena, i va haver fins a dues estrenes posteriors més. Mowgli és un nadó que es perd a la jungla i el troba la pantera Bagheera. Aquesta el porta amb una família de llops, la qual l'adopta. Un tigre, però, el descobreix i vol matar-lo per por que no es faci gran i esdevingui caçador. Bagheera vol portar-lo a un poblat humà malgrat les reticències de Mowgli, qui s'escapa i coneix diversos personatges de la selva, on viu diverses aventures. Destaca la seva amistat amb l'ós Baloo. El nen no vol saber res dels humans però aprèn una tècnica pròpia dels homes, fer foc, per vèncer el tigre enemic. Això no aconsegueix que vulgui deixar la selva, que considera la seva llar, fins que arriben al límit del poblat i allà troba una noia. L'enamorament instantani el fa deixar al fi la jungla i recuperar un lloc entre els seus. Com en altres adaptacions literàries, Walt Disney va permetre's diverses llicències i va accentuar el costat còmic dels personatges, ressaltat per les cançons alegres, una de les claus de l'èxit de la pel·lícula. Els personatges tenen noms en hindi i estaven pensats per a ser doblats per actors concrets, dels quals van prendre la seva personalitat. El contrast entre el seny (Bagherra) i la rauxa (Baloo) és una constant en la literatura i el cinema i dóna molt joc còmic (com en la parella del Quixot, Laurel i Hardy, i d'altres similars). Altres antítesis presents al film són la civilització i el món salvatge i la lluita clàssica entre el bé i el mal. El final recull el tòpic llatí omnia vincit amor, ja que és únicament la presència de la noia la que fa que Mowgli oblidi totes les seves conviccions i pors a tornar a casa.",Easy
"Cantàbria és una comunitat autònoma d'Espanya situada al nord del país. Limita amb el País Basc al nord, Castella i Lleó al sud, Astúries a l'oest i el mar Cantàbric al nord. La seva capital és Santander. Cantàbria té un clima oceànic a causa de la proximitat de l'oceà Atlàntic. La precipitació mitjana és de 1.200 mm, i per això hi ha molta vegetació. Cantàbria té molts jaciments arqueològics del Paleolític. D'aquests jaciments en destaquen les pintures ruprestres d'Altamira, de l'any 27.000 aC, que han estat declarades Patrimoni de la Humanitat per la Unesco. L'Estatut d'Autonomia de Cantàbria es va aprovar el 30 de desembre de 1981. Segons aquest estatut, el govern està format per aquestes institucions: Cantàbria està dividida en 102 municipis. Cada municipi, a més, està dividit en localitats i en barris.",Easy
Terassa és una ciutat de Catalunya.,Easy
L'oceà Antàrtic és és l'oceà que hi ha al voltant de l'Antàrtida. És el quart oceà més gran del món i té una superfície de 20.327.000 quilòmetres quadrats.,Easy
"Jordania és un estat d'Àsia. Té fronteres amb Israel, Síria, Iraq i l'Aràbia Saudita.",Easy
"Les Illes Balears són un arxipèlag i una comunitat autònoma d'Espanya. Les quatre grans illes són Mallorca, Menorca, Eivissa i Formentera. A més, també té alguns illots més petits. Té 1.094.972 habitants. La seva capital és Palma. El poblament a les Illes Balears és molt antic, com es pot veure en els famosos talaiots de Mallorca i Menorca, unes grans piles de pedres, de 3 a 6 metres d'alçada. Els fenicis s'estableixen a Eivissa el s. VIII aC, i el 654 aC funden la ciutat d'Eivissa. Acabada la Guerra Púnica, els romans intenten sotmetre Mallorca en diverses ocasions, però fracassen fins al 123 aC, quan Quint Cecili Metel, anomenat per això ""el Baleàric"", conquereix l'illa i funda les ciutats de Palma i Pollentia (a Alcúdia). Els romans creen la província de les Illes Balears Amb la caiguda de Roma, les illes de la Mediterrània occidental queden en mans dels vàndals, que estableixen el seu regne al nord d'Àfrica. En temps de Justinià I, l'Imperi Bizantí conquereix el regne vàndal i les Illes queden sota el seu domini. La caiguda i desmembrament del califat de Còrdova deixa les Balears dins la taifa de Dénia. Posteriorment, les Illes s'independitzen i formen una taifa pròpia, que dura fins la conquesta catalana. La Corona d'Aragó durant els segles XII i XIII experimenta un fort procés d'expansió cap a la Mediterrània que la porta a fer seves les terres balears. El jove rei aragonès Jaume I el Conqueridor comanda una flota que desembarca a Mallorca a finals de l'estiu de 1229 i entra victoriós a la ciutat el 31 de desembre d'aquell any. Les Illes Balears van ser repoblades per cristians de l'Empordà i de la Catalunya Vella que van establir el català com la nova llengua de les illes. El 1706 els anglesos ocupen Menorca i se la queden com a colònia en virtut del Tractat d'Utrecht. La presència britànica a Menorca deixa canvis en la ramaderia i l'agricultura (introducció de vaques, porcs i conreus de lleguminoses i farratges) i es construeixen noves carreteres (destaca el Camí d'en Kane) que ajuden a la prosperitat demogràfica i econòmica de l'illa. Entre 1756 i 1763 els francesos ocupen l'illa, que va tornar a domini anglès. La Pau d'Amiens (1802) va suposar el domini definitiu d'Espanya sobre Menorca. Les Illes Balears estan formades per diverses illes. Aquestes illes es divideixen en dos grups: les illes Gimnèsies (Menorca, Mallorca, Cabrera i els illots menors que les envolten) i les illes Pitiüses (Eivissa, Formentera i els illots menors que les envolten). Només les quatre illes més grans estan habitades. Són aquestes: El sistema institucional balear està integrat pel Parlament, el Govern, el president i els consells insulars de Mallorca, Menorca, Eivissa i Formentera. Hi ha actualment quatre consells insulars a Mallorca, a Menorca, a Eivissa i a Formentera; La capital de les illes Balears i de l'illa de Mallorca és a la ciutat de Palma. Hi ha la seu del Govern Balear, del Parlament i del Consell Insular de Mallorca. Les capitals de cada illa són les següents: Palma de l'illa de Mallorca, Maó de l'illa de Menorca, Eivissa de l'illa d'Eivissa i Sant Francesc Xavier de l'illa de Formentera. Els símbols de les Illes Balears són la bandera i la diada de les Illes Balears, l'1 de març data en què entrà en vigor l'Estatut d'Autonomia. Cada illa també pot tenir la seva pròpia bandera. El turisme a les Balears és l'element econòmic més important de les darreres dècades. El turisme ja es va iniciar al segle XIX. El 1837 es va inaugurar la primera línia de vaixells de vapor entre Barcelona i Palma. Les descripcions de George Sand (Un hiver à Majorque, 1842), Frédéric Chopin, i l'arxiduc Lluís Salvador (Die Balearen, 1891), van difondre l'atracció per les illes. Segons el cens de l'INE del 2011, la població era d'1.113.114 persones. Gairebé la meitat de la població de les illes viu a Palma o a la seva àrea metropolitana. La població balear creix a ritme vertiginós (principalment per l'arribada d'estrangers o peninsulars). El català és la llengua pròpia de les Illes Balears (així definida en el seu Estatut d'Autonomia) i cooficial amb el castellà. El català de les Illes Balears té unes característiques dialectals pròpies. A més, a les zones turístiques, es parlen l'anglès i l'alemany. Encara que amb menys impacte, l'italià és també un idioma freqüent, sobretot a Formentera.",Easy
"Aristòtil (384 aC - 322 aC) va ser un filòsof grec. Als 18 anys va entrar a l'acadèmia de Plató d'Atenes. Quan va sortir de l'acadèmia, als 37 anys, Felip de Macedònia va demanar-li que fes de professor a Alexandre el Gran. Les seves obres més conegudes són Els Poètics i La República. Els seus escrits van ser el primer sistema de filosofia. És considerat el primer científic de la història.",Easy
"El mar Mediterrani, és un situat entre Europa, Àfrica i Àsia. Ocupa més o menys 2.500.000 quilòmetre quadrats. Gràcies a aquest mar van poder néixer moltes cultures. El mar està connectat amb l'oceà Atlàntic gràcies a l'estret de Gibraltar. Això fa que el mar no tingui marees. És el mar més contaminat del món. Les paraules Mediterrani i Mediterrània venen del nom llatí mediterraneus, que significa ""enmig de la terra"" (de medius, ""mitjà"" i terra, ""terra""). Per als antics romans el Mediterrani era el centre de la Terra.",Easy
"Aristòtil (384 aC - 322 aC) va ser un filòsof grec. Als 18 anys va entrar a l'acadèmia de Plató d'Atenes. Quan va sortir de l'acadèmia, als 37 anys, Felip de Macedònia va demanar-li que fes de professor a Alexandre el Gran. Les seves obres més conegudes són Els Poètics i La República. Els seus escrits van ser el primer sistema de filosofia. És considerat el primer científic de la història.",Easy
