text,class
" R. E. M. fue un grupo de poprock estadounidense. Se fundó en Georgia (EEUU) en 1980 por Michael Stipe, Peter Buck, Mike Mills y Bill Berry.",Easy
" Caminando Juntos es un partido político creado por Macarena Olona. El lema del partido político es ""que España salga a flote"", que rima con el popular ""Que te vote Txapote"". Se presentó a las elecciones generales en España de 2023 pero no obtuvo representación.",Easy
 7 de julio es el 188º día del año (189º en años bisiestos). Faltan 177 días para que finalice el año.,Easy
" Kevin Zachary Afghani, nacido el 9 de noviembre de 1996, es un actor de voz estadounidense conocido por ser la nueva voz de Mario, Luigi y Wario empezando desde Super Mario Bros. Wonder y WarioWare Move it! tras el retiro de Charles Martinet. También ha sido reconocido por interpretar a Raditz en Dragon Ball R&R, un spin-off de Dragon Ball hecha por fans; Cuphead en la serie web cómica de Mashed, y por doblar a Arnold en Genshin Impact. Antes de ser la nueva voz de los personajes de Nintendo, usó su voz para los anuncios de la Nintendo Switch.",Easy
" La Edad de los Metales es una de las dos grandes etapas tecnológicas en las que tradicionalmente se ha subdividido la Prehistoria euroasiática. Por definición, es el período que sigue a la Edad de Piedra y durante el cual el hombre empezó a fabricar objetos de metal fundido.] La existencia de metalurgia es indispensable para establecer la adscripción de una cultura arqueológica, ya que los metales nativos eran trabajados por martilleado desde las fases iniciales del Neolítico. La Edad de los Metales comenzaría con las primeras evidencias de fundición del cobre, que son del VI milenioa.C. (en Anatolia y los montes Zagros) y acabaría con la entrada en la Historia de cada región (en Europa sería durante el I milenio a.C.) En Mesopotamia y el Egipto coincide ya con el desarrollo de la escritura y por tanto la metalurgia allí es plenamente histórica. El cobre, junto con el oro y la plata, es de los primeros metales utilizados en la Prehistoria, tal vez porque, a veces, aparece en forma de pepitas de metal nativo. El objeto de cobre más antiguo conocido hasta el momento es un colgante oval procedente de Shanidar (Irán), que ha sido datado en niveles correspondientes al X milenio a. C. 9500 a.C., o sea, a principio del Neolítico. Sin embargo, esta pieza es un caso aislado, ya que no es hasta 3000 años más tarde cuando las piezas de cobre martilleado en frío comienzan a ser habituales. La técnica de fundición del cobre es relativamente sencilla; la clave está en que el horno alcance la temperatura adecuada, lo cual se conseguía inyectando aire soplando o con fuelles a través de largas toberas. Se mezclaba el mineral triturado con carbón de leña. Con el calor las impurezas van liberándose en forma de monóxido y dióxido de carbono, reduciendo el mineral a un cobre relativamente puro; al alcanzar los 1000 °C, el metal se licúa depositándose en la zona inferior del horno. Un orificio en el fondo del horno permite que el líquido candente fluya hacia el exterior, donde se recoge en moldes El bronce es el resultado de la aleación de cobre y estaño en una proporción variable (en la actualidad se le añaden otros metales como el zinc o el plomo, creando los llamados bronces complejos). Se supone que fueron los egipcios los primeros en añadir estaño al cobre, al observar que éste le daba mejores cualidades, como la dureza, un punto más bajo de fusión y la perdurabilidad (ya que el estaño no se oxida fácilmente con el aire y es resistente a la corrosión). La técnica de trabajo del bronce es casi idéntica a la del cobre El hierro es el cuarto elemento más abundante la corteza terrestre, sin embargo, su utilización práctica comenzó 7000 años más tarde que el cobre y 2500 años después del bronce. Este retraso no se debe al desconocimiento de este metal, puesto que los antiguos conocían el hierro y lo consideraban más valioso que cualquier otra joya, pero se trataba de «hierro meteórico», es decir, procedente de meteoritos. El hierro meteórico era conocido tanto en Rusia como en América. Fabricar hierro seguía un procedimiento muy distinto al del cobre y el bronce (para empezar el metal no se licuaba), primero porque había que conseguir hornos con gran capacidad calórica: el mineral machacado debía estar totalmente rodeado de carbón de leña (que se consumía en enormes cantidades) y numerosos fuelles que, a través de toberas, insuflaban oxígeno continuamente. Después de un largo y repetitivo proceso de martilleo y calentamiento, evitando que el hierro se enfriase, se obtenía una barra forjada.",Easy
" Gottfried Wilhelm Leibniz (Leipzig, 1 de julio de 1646-Hannover, 14 de noviembre de 1716), fue un polímata, filósofo, matemático, lógico, teólogo, jurista, bibliotecario y político alemán. Fue uno de los grandes pensadores de los siglos xvii y xviii, y se le reconoce como el «último genio universal», esto es, la última persona que pudo formarse suficientemente en todos los campos del conocimiento; después ya solo hubo especialistas. Realizó profundas e importantes contribuciones en las áreas de metafísica, epistemología, lógica, filosofía de la religión, así como en la matemática, física, geología, jurisprudencia e historia. Incluso Denis Diderot, el filósofo deísta francés del siglo xviii, cuyas opiniones no podrían estar en mayor oposición a las de Leibniz, no podía evitar sentirse sobrecogido ante sus logros, y escribió en la Encyclopédie: «Quizás nunca haya un hombre que haya leído tanto, estudiado tanto, meditado más y escrito más que Leibniz… Lo que ha elaborado sobre el mundo, sobre Dios, la naturaleza y el alma es de la más sublime elocuencia. Si sus ideas hubiesen sido expresadas con el olfato de Platón, el filósofo de Leipzig no cedería en nada al filósofo de Atenas». De hecho, el tono de Diderot es casi de desesperanza en otra observación, que contiene igualmente mucha verdad: «Cuando uno compara sus talentos con los de Leibniz, uno tiene la tentación de tirar todos sus libros e ir a morir silenciosamente en la oscuridad de algún rincón olvidado». La reverencia de Diderot contrasta con los ataques que otro importante filósofo, Voltaire, lanzaría contra el pensamiento filosófico de Leibniz, consecuencia del aprecio que sentía por Newton y del desprecio que sentía por el optimismo en que desembocaba su sistema filosófico. A pesar de reconocer la vastedad de la obra de este, Voltaire sostenía que en toda ella no había nada útil que fuera original, ni nada original que no fuera absurdo y risible. Ocupa un lugar igualmente importante tanto en la historia de la filosofía como en la de la matemática. De manera independiente al trabajo de Newton (quien lo había desarrollado 10 años antes pero no lo había publicado debido a su trauma por la crítica que una vez le hiciera Hooke) desarrolló el cálculo infinitesimal y su notación que es la que se emplea desde entonces.​​ También inventó el sistema binario, fundamento virtual de todas las arquitecturas de las computadoras actuales.​ Fue uno de los primeros intelectuales europeos que reconocieron el valor y la importancia del pensamiento chino y de China como potencia desde todos los puntos de vista.​ René Descartes, Baruch Spinoza y Leibniz integran la terna de los tres grandes racionalistas del siglo xvii. Su filosofía se vincula también con la tradición escolástica y anticipa la lógica moderna y la filosofía analítica. Leibniz hizo asimismo contribuciones a la tecnología y anticipó nociones que aparecieron mucho más tarde en biología, medicina, geología, teoría de la probabilidad, psicología, ingeniería y ciencias de la computación. Sus contribuciones a esta vasta lista de temas se recoge en diarios y en decenas de miles de cartas y manuscritos inéditos. Hasta el momento, no se ha realizado una edición completa de sus escritos, y por ello no es posible aún hacer un recuento integral de sus logros.",Easy
" El mendelevio es un elemento químico. Su símbolo es Md y su número atómico es el 101. Es un elemento sintético, es decir, fue creado en los laboratorios. El nombre de este elemento proviene del creador de la tabla periódica de los elementos: Dimitri Mendeléyev.",Easy
" Yamoussoukro es la capital de Costa de Marfil, pero no es la sede del Poder Ejecutivo, que se ubica en Abiyán. Tiene una población de 200.103 habitantes.",Easy
 2009 fue un año comenzado en jueves.,Easy
" El dedal de oro es una papaverácea originaria de California, que se ha distribuido en varias partes del mundo incluyendo Chile. Un preparado que incluye manzanilla, hinojo y dedal de oro se emplea como calmante de dentición.",Easy
" Nui es un atolón y uno de los nueve distritos de Tuvalu. Según un censo de 2002, esta tenía una población de 548 habitantes.",Easy
" Netflix, Inc. es una empresa comercial estadounidense de entretenimento que proporciona acceso a series y películas en línea.",Easy
" Ludwig van Beethoven era un compositor de música clásica (clasicismo). Y era muy admirado por sus grandes piezas musicales. Nació el 16 de diciembre de 1770 en Bonn, una región en el Arzobispado de Colonia, y falleció a causa de una cirrosis hepática el 26 de Marzo de 1827 en Viena, Austria",Easy
" El lutecio es un elemento químico. Su símbolo es Lu y su número atómico es el 71. El lutecio se emplea como catalizador en el craqueo del petróleo en las refinerías, y en diversos procesos químicos como alquilación, hidrogenación y polimerización. A pesar de ser uno de los elementos del bloque D, aparece con frecuencia incluido entre los lantánidos, ya que comparte con estas tierras raras muchas propiedades, siendo de hecho el elemento más difícil de aislar de todos ellos, lo que justifica su carestía y las relativamente pocas utilidades que se le han encontrado aún. El lutecio es un metal trivalente de color blanco plateado resistente a la corrosión y relativamente estable en presencia de aire. Es el elemento más pesado y duro de todas las tierras raras. París El lutecio viene del latín lutetia, la cual fue el primer nombre de la ciudad de París. ¿Lo sabías?",Easy
" Rhode Island (oficialmente El Estado de Rhode Island y Plantaciones de Providence) es uno de los 50 estados de Estados Unidos y está localizado en la region Nueva Inglaterra. Su capital es Providence, la población es de 1,050,292 de habitantes (2012) y la superficie es de 4,002 km² siendo en estado más pequeño de los Estados Unidos. Playa Newport. Mapa de Rhode Island, mostrando las prin Bandera de Rhode Island. Escudo de Rhode Island.",Easy
 Crocidura allex es una especie de musarañas. Se encuentran en Kenya y Tanzania.,Easy
" Amaia Montero Saldías (nacida en Irún, Guipúzcoa, 26 de agosto de 1976), es una cantante de pop española. Es vocalista del grupo musical la La Oreja de Van Gogh, desde diciembre de 1996. Se retiro el 19 de noviembre de 2007, para dedicarse a la carrera en solitario. Ha vendido más de 7 millones de copias.",Easy
" El Roland Garros es un torneo de tenis creado en Francia en 1891. Los campeones y campeonas son: Stanislas Wawrinka (Suiza), Serena Williams (EEUU), Ivan Dodig (Croacia), Marcelo Melo (Brasil), Bethanie Mattek-Sands (EEUU) y Lucie Šafářová (Rep. Checa).",Easy
 Clonazepan es un tranquilizante y pastilla para dormir.,Easy
" En Botánica, el término tronco se refiere a la parte del árbol de la que nacen las ramas y todo el resto del mismo (hojas, flores, frutos, etc.). Las raíces comienzan en la parte del mismo que toca con la tierra, se insertan en el suelo y le sirven de fundamento a todo el árbol. El tronco está cubierto por la corteza que sirve de protección a la parte leñosa del tronco, la madera. A través del tronco se lleva hasta las hojas el agua y las sales minerales tomadas del suelo por las raíces.",Easy
 10 de febrero es el 41° día del año. Quedan 324 días restantes (325 en años bisiestos).,Easy
" Crash Bandicoot es una saga de videojuegos creada originalmente por la empresa Naughty Dog, publicado por Universal Studios y distribuido por Sony Computer Entertainment, destinado a la primera consola de videojuegos de la saga PlayStation (PS1). Su primer juego fue lanzado en 1996, llamado Crash Bandicoot. Este juego pertenece al formato de videojuegos de plataformas, frecuentemente popularizado por juegos de antaño. Sony Computer Entertainment posee la trilogía original de Crash Bandicoot, los tres primeros juegos de Crash Bandicoot lanzados en PS1 (Crash Bandicoot en 1996, Crash Bandicoot 2: Cortex Strikes Back en 1997, y Crash Bandicoot 3: Warped en 1998) con lo cual, esto significa que Sony sigue obteniendo beneficios, veinte años después de su lanzamiento, posicionando a Crash Bandicoot como uno de los mejores videojuegos en la PSNetwork debido a su popularidad y éxito.. Crash Bandicoot fue reconocido como la mascota de PS1, aunque nunca de forma oficial. Después de la trilogía, se lanzó en PS1 la última entrega hecha por Naughty Dog, la cual era Crash Team Racing (abreviado a CTR), cuyo formato de juego es el de carreras. Finalmente, Crash Bash fue lanzado por Eurocom en PS1. A partir de este momento, los siguientes videojuegos fueron todos destinados en PS2. En 20162017 salieron las dos últimas entregas de la saga: la aparición del personaje principal en Skylanders Academy y la remasterización de la trilogía original, bajo el nombre de Crash N. Sane Trilogy. El personaje principal, Crash, surge de una mutación genética, que tiene origen en el laboratorio de Cortex. Junto a su aliado principal, Nitrous Brio, Cortex pretende dominar el mundo, haciéndolo posible mediante animales modificados genéticamente. Para la modificación, usaban el rayo Evolvo, una de sus primeras invenciones. Crash es un bandicut, marsupial proveniente de Australia, el cual fue escogido por Cortex para su transformación. Sin embargo, Crash no pudo ser modificado, ya que de forma inexplicable, el rayo falló. La historia comienza cuando Crash huye del lugar y naufraga hasta la isla Wumpa. Él decide volver de nuevo al laboratorio en rescate de Tawna Bandicoot, personaje femenino que desapareció en posteriores entregas de la misma saga. El juego continua con diversos niveles de plataformeo a lo largo de la isla.",Easy
" El hipo se define como una contracción involuntaria, espasmódica e intermitente de los músculos intercostales inspiratorios y del diafragma, principalmente contracción de un solo lado del diafragma, que provocan una inspiración súbita con brusco cierre de la glotis, lo que genera un sonido característico. Es un proceso normalmente benigno y transitorio del que en la mayoría de los casos no se conoce la causa. El hipo transitorio puede ser producido por una distensión gástrica por comidas copiosas o bebidas carbonatadas, cambios bruscos de temperatura ambiente, tabaco, alcohol, estrés emocional y emoción súbita. El hipo persistente y el intratable pueden ser producidos por una irritación del diafragma, meningitis, asma, pleuritis, esofagitis, enfermedad inflamatoria intestinal, pancreatitis, traumatismos craneoencefálicos, ictus, arteritis de la temporal, malformaciones arteriovenosas, encefalitis, hidrocefalia, neoplasias, uso de determinados fármacos como metildopa, barbitúricos de corta acción, dexametasona, midazolam, relajantes musculares, alcohol. Diabetes mellitus, hiponatremia, ansiedad, estrés, enfermedad de Addison, distensión gástrica. Es imprescindible realizar una historia clínica completa compuesta de la duración, características, factores agravantes y desencadenantes. Cuando no remite durante el sueño puede indicar una enfermedad orgánica. No podemos olvidarnos de que la toma de drogas, fármacos y alcohol representa una causa muy frecuente, por lo que siempre se debe reflejar en la historia. Antecedentes de reflujo gastroesofágico también son de gran relevancia, así como enfermedades sistémicas o alteraciones en el sistema nervioso. En las personas con SIDA la causa más frecuente de hipo es la esofagitis. Siempre se debe hacer una exploración neurológica completa así como una valoración otorrinolaringológica. Además es importante descartar patologías cardiacas, pulmonares, megalias… También es de utilidad hacer una analítica completa con marcadores tumorales y perfil hepático. Por último se pedirán otras pruebas como tomografía o resonancia magnética según la sospecha clínica. Desde que empiezan los primeros síntomas se puede emplear un tratamiento sintomático, pero siempre se debe buscar la causa. Se emplean medidas farmacológicas o no farmacológicas. Entre las segundas encontramos diversas maniobras para realizar una estimulación vagal, como la presión del seno carotídeo o de globos oculares, beber mucha agua, tracción forzada de la lengua, respirar dentro de una bolsa o dejar de respirar por algunos segundos. Si estas maniobras no dan resultado se debe empezar con el tratamiento farmacológico sin esperar los resultados de las pruebas. Se usa clorpromazina (neuroléptico) o baclofeno (relajante muscular) que ha mostrado ser de gran eficacia, asociados con un fármaco antirreflujo como omeprazol. Si no hay buena respuesta además se puede añadir un procinético como la metoclopramida. En los casos de hipo intratable, sin diagnóstico etiológico después de realizado el estudio completo y con varios intentos de tratamiento farmacológico sin respuesta se pueden aplicar medidas anestésicas, bloqueando los nervios frénico, glosofaríngeo o del plexo cervical, o quirúrgicas con implante de marcapasos diafragmático, lo que consigue la eliminación eléctrica del nervio frénico.",Easy
 Disnomia es el satélite natural del planeta enano Eris. Su nombre oficial es (136199) Eris I Disnomia. Fue descubierto el 10 de septiembre de 2005 por Michael Brown y su equipo en el observatorio Keck de Hawái.,Easy
 1904 fue un año comenzado en viernes.,Easy
 7 de enero es el 7º día del año. Quedan 358 días (359 en años bisiestos) para que finalice el año.,Easy
" iCarly es una serie de televisión de Estados Unidos, creada por Dan Schneider. La serie es emitida originalmente por el canal Nickelodeon.",Easy
" La peste bubónica, llamada ""peste negra"" fue una plaga que azotó Europa durante el sigo XIV y provocó miles de muertes en todas las ciudades europeas. Esta plaga fue provocada por las pulgas que vivían en las ratas que coexistían con los humanos en todas las ciudades, debido a la poca salubridad y suciedad abundante que había en todas las zonas de los burgos del continente. Al morir las ratas, las pulgas salían de sus pelajes en busca de otras víctimas de sus picaduras y llegaban a los humanos, transmitiéndoles la enfermedad. La plaga provocaba pústulas negras por todo el cuerpo, por lo que fue llamada ""peste negra"" y hemorragias de diverso tipo entre otros síntomas, provocando al final la muerte.",Easy
 Nudo es el momento del cuento en que se desencadena el conflicto y desarrollo de la trama. Le antecede la introducción y le procede el desenlace.,Easy
 Solidaridad es un sindicato español asociado a Vox que se fundó en 2021.,Easy
 Eulerianos es el equipo de la Universidad Politécnica de Valencia en la Liga Matemática.,Easy
 Proposición indecente es el equipo de la Universidad de Zaragoza en la Liga Matemática.,Easy
