Sampled Text,Function ID
"Amigdalitisa edo anginak ditugu eztarriko amigdalak handitzen zaizkigunean. Jende askok jasaten duen gaitza da, batez ere umeek. Bakterio edo birusek eragindako infekzioengatik gertatzen da. Amigdalak eztarriaren barrualdeko bi aldeetan dauzkagun guruin batzuk dira, arbendol baten tamainakoak (hain zuzen ere, grezieraz amigdala hitzak arbendola esan nahi du). Berez, gure gorputzak infekzioen aurka borrokatzeko duen sistemako parte bat dira: amigdalek ahoan edo sudurrean sartzen zaizkigun germenei aurre egiten laguntzen dute, gorputzeko beste zatiren batean infekzioren bat eragin baino lehen. Oro har, amigdalek ondo egiten dute beren lana; baina, kasu batzuetan, bakterioak edo birusak amigdalen barruan sartzen dira eta infektatu egiten dituzte. Hori gertatzen denean, amigdalitisa edo anginak ditugu. Anginak ditugunean, eztarriko mina izaten dugu, asko kostatzen zaigu jatea, edatea eta, oro har, edozer irenstea. Eta, seguru aski, sukarra ere izango dugu. Bakterio eta birusek gure amigdalak infektatzen dituztenean, beste seinale batzuk ere topatuko ditugu: Medikuarengana joaten zarenean, nola sentitzen zaren galdetuko dizu eta gero zure amigdalei begiratuko die. Seguru aski, egurrezko zotz bat erabiliko du, ""Mihi-depresorea"" izenekoa, mingaina jaisten laguntzeko eta zer gertatzen ari den ikusi ahal izateko. Beharbada, medikuak zure sudur eta belarriak ere aztertuko ditu, zure bularra entzun eta lepoa ukituko dizu, beste infekzio-seinale batzuen bila. Amigdalitisa bakterioek eta birusek eragiten dute; eta garrantzitsua da zure medikuak jakitea estreptokokoak izeneko bakterioak ote diren. Estreptokokoek eragindako infekzioa baduzu, botikak beharko dituzu bakterioak hiltzeko. Estreptokokoak ote dituzun ikusteko, medikuak kotoizko punta duen makilatxo luze bat erabiliko du zure eztarriaren atzealdetik pasatzeko. Horrek ez du minik ematen, baina pixka bat desatsegina izan daiteke. Minutu gutxiren buruan, medikuak jakingo du zure eztarrian estreptokokorik ba ote dagoen ala ez. Emaitza positiboa bada, faringoamigdalitis estreptokozikoa duzu. Negatiboa bada, medikuak lagin bat bidaliko du laborategira, azter dezaten, eta pare bat egunetan lortuko du emaitza. Zure amigdalitisa estreptokokoengatik bada, medikuak antibiotikoren bat errezetatuko dizu, bakterioak desagerrarazten dituen sendagai bat. Oso garrantzitsua da antibiotikoak hartu eta errezetatutako antibiotiko guztia amaitzea (nahiz eta egun gutxiren buruan ondo sentitzen hasi), bestela infekzioa itzul liteke eta. Amigdalitisa birus baten ondorio bada, antibiotikoek ez dute funtzionatuko, eta zure gorputzak berak bakarrik egingo dio aurre infekzioari. Batzuetan, haurrei amigdalak kentzeko ebakuntza bat egiten zaie, baina soilik amigdalak askotan infektatzen badira edo oso handiak izanda zaila gertatzen bazaizu gauez arnasa hartzea. Amigdalitisa baduzu, hemen dituzu hobeto sentitzen lagunduko dizuten aholku batzuk:",Easy
"Delta ibai baten bokalean —hau da, ibaiak ura itsaso, estuario, aintzira edo urtegi batera isurtzen duen tokian— ibaiaren besoen artean sortzen den eremua da. Delta ibaiak daramatzan sedimentuak metatu ahala eratzen da. Triangelu forma izaten du eta horregatik du izen hori, delta (Δ) hizki greziarraren antzeko forma izaten duelako. Deltarik ospetsuena Nilo ibaiarena da.",Easy
"Geometrian, Poligonoa irudi geometriko lau bat da, lerro hautsi edo poligonal itxi batez osatua. Lerro bat poligonala edo hautsia dela esaten da hainbat atalez osatuta dagoenean. Poligono batean, atal horietako bakoitzari aldea deitzen zaio, eta bi alde elkartzen diren puntuari erpin. Poligonoaren barruko aldetik begiratuta, erpinek angeluak osatzen dituzte. Poligonoak dituen alde eta angelu kopuruaren arabera, izen jakin bat jasotzen dute: Hamahiru alde eta angelu baino gehiagokoei ez zaie izen berezirik ematen; hainbat aldeko poligonoa deitzen zaie. Poligonoak erregularrak eta irregularrak izan daitezke:",Easy
"Hipozentroa, lurrikara bat gertatzen denean, plaka tektonikoek elkar jo duten lurpeko puntu edo gunea da. Lurrikarak lurpean gertatzen dira, litosfera delakoan, 5 eta 700 kilometro bitarteko sakoneran. Lurrikara gertatzen den lurpeko puntu edo erdigune horri hipozentroa deitzen zaio. Aldiz, hipozentroaren gain-gainean dagoen lurrazaleko puntu edo guneari epizentroa deitzen zaio. Epizentroan sentitzen dira lurrikararen astinaldirik indartsuenak, eta bertan gerta daitezke kalterik handienak. Lurrikararen astinaldiak uhin sismikoak hedatzen ditu hipozentrotik norabide guztietara; hipozentroa zenbat eta lurrazaletik gertuago egon, orduan eta handiagoak izan daitezke epizentroko kalte eta hondamenak.",Easy
"Burdin Aroa historiaurreko garai bat izan zen; jendea burdinazko lanabes edo erreminta eta armak erabiltzen hasi zen garaia, hain zuzen. Denborari begiratzen badiogu, ordea, Burdin Aroa ez zen mundu osoan garai berean hasi ez eta bukatu ere; adibidez, lehenengo Burdin Aroa ziur aski Ekialde Hurbilean eta Europako hego-ekialdean gertatu zen, gutxi gorabehera K.a. 1200. urte inguruan. Burdin Aroaren aurreko garaia Harri Aroa deitzen duguna da. Harri Aroko herriek harrizko erreminta eta armak egiten zituzten. Geroago kobre eta brontzezko lanabes edo tresnak egiten ikasi zuten; brontzea eztainu eta brontzearen arteko nahasketa da. Garai hori da Brontze Aroa izenez ezagutzen dena. Brontze Aroa hasi zen jendeak burdina lortzen ikasi zuenean arroketatik hartuz eta su oso oso beroa erabiliz. Burdina brontzea baino hobea zen erremintak eta armak egiteko, gogorragoa zelako. Burdina harritik atera eta burdinazko erremintak egiteko jakin beharrekoak oso azkar zabaldu ziren Ekialde Hurbiletik Egipto eta Greziara. Gero, Burdin Aroa Mendebaldeko Afrikara zabaldu zen, baita Europako iparraldera, Indiara eta Ekialdeko Asiara ere. Australia eta Amerikan ez zen Burdin Arorik egon; lurralde haietara, kolono europarrek eraman zuten burdina, urte asko geroago. Burdina erabili ahal izateak aldaketa garrantzitsuak eragin zituen gizakion bizitzan. Jendeak tresna gogorrak egiteko erabiltzen zuen burdina, eta horrek asko erraztu zuen nekazari-lana, adibidez. Soldaduen armada handiak ere azkar hasi ziren burdinazko armak erabiltzen; arma horiek zituztenek askoz errazago lortzen zuten garaipena gerran eta horrela, leku askotan, armada horiek beste lurralde batzuetara bidaiatzen hasi ziren, nahi zituzten lurrez jabetzeko. teknologian ere aldaketa handiak gertatu ziren Burdin Aroan: jendeak zubiak eta gotorleku handiak eraiki zituen; eltzegintza eta ehungintza hobetu ziren. Gizakiek meategi oso sakonak zulatu zituzten lurrean gatza eta beste mineral baliotsu batzuk aurkitzeko. Burdin Aroa historiaurreko azken garaia da, hau da, gizakiok garai horretan oraindik ez genuen idazten; beraz, Burdin Aroa idazkera zabaltzen hasi zenean amaitu zen. Hala ere, burdina metal garrantzitsuena izan zen XIX. mendera arte. Jendeak askotan burdina beste material batzuekin nahasten zuen, indartsuagoa izateko; gero, XIX. mendean, hori bera egiteko modu errazagoak topatu zituzten. Horri esker, altzairua sortu zen, burdina eta karbonoarekin egindakoa, eta gehien erabiltzen zen metala da geroztik. Okabeko harrespila, Nafarroa Beherean Burdin Aroko etxea barrutik Eskoriatzan aurkitutako ontzia Burdin Aroko armak Burdin Aroko kaskoa",Easy
"Zuhaitza landare luze bat da, zurezko zurtoina eta adarrak dituena. Lurrean dauden tamaina handieneko landareak dira. Oro har, 3 metrotik gorakoak hartzen dira zuhaiztzat; hori baino gutxiago haztera iristen direnei, aldiz, zuhaixka deitzen zaie. Adituen arabera, 100.000 zuhaitz espezietik gora daude; eta zuhaitzak munduan diren landare guztien% 25 inguru dira. Zuhaitz-espezie horietatik guztietatik gehienak gure planetako inguru tropikaletan bizi dira; baina, hala ere, zuhaitzak klima eta ingurune gehienetara egokitu dira. Basoetan eta antzeko naturagunetan ikus ditzakegu, baina baita hiriguneetan ere, hirietako kale eta parkeetan. Itxura eta tamaina askoko zuhaitzak daude, baina denek honako atal edo zati hauek dituzte: Bestalde, zuhaitzen adar eta hostoen multzoari adaburua deitzen zaio. Zuhaitzen artean, mota oso desberdinak daude, itxurari, hostoei, azalari eta organuei begiratzen badiegu. Botanikariek, landareak aztertzen dituzten adituek alegia, irizpide desberdinak erabiltzen dituzte zuhaitzak sailkatu edo taldekatzeko. Hiru modu nagusi daude zuhaitzak ugaltzeko: Sailkapenik ohikoena izaten da. Izan ere, zuhaitz batzuek urte osoan izaten dituzte hosto berdeak, baina beste batzuek, berriz, hostoak udazkenean galdu eta udaberrian berritzen dituzte. Horren arabera, ondoko bi mota hauek bereizten dira: Zuhaitz batzuk denbora oso luzez egon daitezke bizirik. Gaur egun bizirik dagoen zuhaitzik zaharrenak ia 5.000 urte ditu; Matusalen izena ipini diote eta Kalifornian dago, Estatu Batuetan. Bestalde, oso garaiak ere izan daitezke: zuhaitzik garaienak 115 m ditu, eta hau ere Kalifornian dago. Sekuoia bat da eta Hyperion izena ipini diote. Gizakiek helburu askotarako erabiltzen dituzte zuhaitzak. Adibidez, eraikuntzak eta altzariak egiteko, edo erregai bezala (egurra), berotzeko edo janaria prestatzeko. Bestetik, papera ateratzen da zenbait zuhaitzen zur-zuntzetatik. Fruta-arbolek gizakiok jaten ditugun fruituak ematen dizkigute. Gainera, oso garrantzitsua da gogoratzea zuhaitzek airea garbitu egiten dutela, karbono dioxidoa xurgatzen dutelako, eta oxigenoa isurtzen dutela, guztiz beharrezkoa gizakiok eta animaliek arnasteko eta bizi ahal izateko.",Easy
"Donostia Gipuzkoako udalerri bat da. Gainera, Gipuzkoako hiriburua da eta 2017an 180.558 biztanle zituen. Kantauri itsasoaren ertzean dago, Bizkaiko golkoan. Hego Euskal Herriko lau hiriburuen artean, Donostia da biztanle gutxien dituena; baina haren metropoli-eremuan (Donostia inguratzen duten beste udalerriak kontatuz) 400.000 biztanle bizi dira, gutxi gorabehera. Hiriaren izen ofiziala DonostiaSan Sebastián da. Donostia izenaren jatorria, badirudi latinezko Domine Sebastiane izenetik datorrela. Euskarari begiratzen badiogu, Donostia da biztanle euskaldun gehien dituen euskal hiriburua:% 33,5. Donostiako biztanleak donostiarrak dira. Donostia Urumea ibaiaren aho edo bokalean dago, Igeldo, Urgull eta Ulia mendien artean; eta hiru hondartza ditu: Ondarreta, Kontxa eta Zurriola. Hiriak klima ozeanikoa du. Tenperatura hotzepelak ditu (ez oso hotzak eta ez oso beroak), baina udako eta neguko tenperaturak nabarmenki bereizten dira; hezetasun nabaria izaten du eta euri ugari egiten du urte osoan zehar. Elurra, ordea, oso gutxitan egiten du. Urrian eta martxoan marea biziak izaten dira, hau da, maila handiko itsas gorabeherak.",Easy
"Europako populamendua oso aspaldi hasi zen. Europako ustezko lehen biztanleen aztarnak duela 1,5 milioi urtekoak dira, eta Georgian daude. Badirudi Europako lehen biztanleak Afrikatik iritsi zirela. Hiru bide posible erabiliko zituzten: Gibraltarko itsasartea, Iberiar penintsulara sartzeko; Anatolia, Balkanetara joateko; eta, azkenik, Kaukasotik, beharbada Asian barrena etorritako gizakientzat. Georgian egin diren azken indusketa-lanek erakutsi dutenaren arabera, hominidoak duela 1,5 milioi urte hasi ziren Europa populatzen. Iberiar penintsulan, antzinatasun bereko zenbait tresna aurkitu dira, bestalde. Gizaki haiek Homo ergaster edo Homo erectus generoetakoak zirela uste da. Europan duela 800.000 eta 400.000 bitarte urte bizi izandako gizakiei deitzen zaie preneandertalak. Italiako Ceprano aldean eta Espainiako Atapuercako azternategian aurkitu dira haien hondarrak; haiekin batera, elefante, errinozero eta zaldien hezurrak ere aurkitu dira, baina ez dakigu ehizatutako animaliak ziren ala hildako animalien sarraskiak. Neandertal gizakien lehen aztarnak duela 300.000 urte ingurukoak dira. Dirudienez, giza-espezie hau Europan eta Ekialde Hurbilean bakarrik bizi izan zen; badirudi bakarturik edo isolaturik geratu zela beste gizakiengandik, Mediterraneo itsasoaren eta glaziarren eraginez. Harrizko bifazak erabiltzen zituzten, sua menderatzen zuten eta hildakoak lurperatzen zituzten. Duela 30.000 urte inguru desagertu ziren, ezagutzen ez diren arrazoiengatik. Gizaki modernoa (Homo sapiens delakoa) duela 35.000 urte inguru agertu zen Europan, Paleolito garaiaren bukaeran. Erabiltzen zituzten erreminten arabera, lau garai bereizten dira: Aurignac kultura (35.000-28.000); Gravettiar aroa (30.000-22.000); Solutrear aroa (22.000-18.000); eta Madelein aldia (18.000-11.000). Solutrear aroan, izozpean zegoen Europako iparraldeko zati handi bat eta glaziar handiak zeuden mendialdeetan. Gizakiak talde txikitan bizi ziren, eta ehizean, arrantzan eta bilketan jarduten ziren. Margoak eta marrazkiak egiten zituzten leizezuloetan. Harrizko erremintak egiten zituzten. Neolitoan, duela 4.000 urte inguru, nekazaritza eta abeltzaintza hasi ziren zabaltzen Europan barrena. Horren ondorioz, gizakia sedentario bihurtu zen eta lehen herrixkak eraikitzen hasi ziren. Buztingintza eta artea garatzen hasi ziren.",Easy
"Lisboa Portugaleko hiriburua da. Ozeano Atlantikoaren ertzean dago, Tajo ibaiaren ahoan. Herrialdeko hiririk handiena da: 2015eko datuen arabera, 506.892 biztanle zituen, baina hiriaren inguruko metropoli eremuan ia hiru milioi lagun bizi ziren, 2011ko datuen arabera; hori oso kopuru handia da: izan ere, Portugaleko biztanleen laurdena ia bizi da Lisboako metropoli eremu horretan. Portugaleko hiririk garrantzitsuena da merkataritzaren, industriaren eta kulturaren aldetik. Bertan dago herrialdeko porturik handiena, erakunde politiko nagusiak eta unibertsitate asko. Lurrikara bat jasan zuen 1755ean, bai eta tsunami bat ere lurrikararen ondorioz, eta hiria ia erabat suntsituta geratu zen. Ustez, 10.000 biztanle baino gehiago hil ziren. Baina berriro eraiki eta ia-ia lehen bezala utzi zuten. Geroago, hiriak handitzen jarraitu zuen eta XX. mendeko 60ko hamarkadan 800.000 biztanle inguru izatera iritsi zen; hortik aurrera, ordea, biztanleria galtzen joan da. Unescok gizateriaren ondare izendatutako bi monumentu aipagarri ditu Lisboak: Belém dorrea, itsasoko erasoetatik babesteko eraikia; eta Jeronimotarren monasterioa. Biak 1500 inguruan eraiki ziren, Vasco da Gama izeneko nabigatzaile eta esploratzaile portugaldarrak Indiara joateko itsas bidea deskubritu zuenean.",Easy
"Charles Robert Darwin (Shrewsbury, Mendebaldeko Midlands, 1809ko otsailaren 12a – Kent, Hego-ekialdeko Ingalaterra, 1882ko apirilaren 19a) naturalista eta biologo ingelesa izan zen. 1831n Hego Amerika eta bereziki Galapago uharteak ikertzera abiatu zen. HMS Beagle ontzian egin zuen bost urtetako bidaia, eta Lurrari bira eman ondoren 1836an iritsi zen berriz Ingalaterrara. Han hasi zen hautespen naturalaren teoria sortzen. Hurrengo urteak ikerkuntza urteak izan ziren. Liburu batzuk argitaratu zituen baita ere, horietako bat bidaiaren egunerokoa. Azkenean 1857an Natural Selection liburua argitaratu zuen. 1859an bere ikerkuntzen laburbilduma osatzen zuen ""Espezieen jatorriaz Hautespen naturalaren bidez"" (On the Origin of Species by Means of Natural Selection) eman zuen argitara erabateko teoria iraultzailea plazaratuz. Bertan Darwinek, egindako aurkikuntzetan oinarrituta, izaki guztiok aitona-amona berdinak geneuzkala eta gizakiok, zehazki, tximu eboluzionatuak ginela ondorioztatu zuen. 1882ko apirilaren 19an hil zen Downe-n (Kent, Ingalaterra). Bertako Westminsterko Abadian egin zioten hileta elizkizuna eta bertan lurperatu zuten Isaac Newton eta John Herschelen ondoan. Laburbilduz: ""nondik gatoz?"" galderari erantzuna eman zion teoria baten bidez, eta nola aldatu garen azaldu zuen.",Easy
"Amedeo Natoli (italieraz: Amedeo Natoli; Palermo , 1888ko irailaren 23a - Paris , 1953ko ekainaren 1a) italiar-frantziar bankari bat izan zen. Erdi Aroko banku bat oinordetzan hartu zuen, kapitalista handienetako bat bezala ezagutzen dena, Natoli familiaren aseguru konpainiaren sortzailea eta Frantziako erregeen ondorengoa.",Easy
