text,class
 1900 é um ano.,Easy
 A Guerra dos Farrapos foi um levante que começou no sul do Brasil. Começou na província (atual estado) do Rio Grande do Sul em 1835.,Easy
 Ohio é um dos estados dos Estados Unidos,Easy
" Oslo é a capital da Noruega. É uma das cidades mais caras do mundo, mas uma das mais desenvolvidas também. A cidade tem 634.463 habitantes. Oslo fica no sul da Noruega.",Easy
" Olho d'Água das Flores é um município do Brasil, localizado no estado do Alagoas. Erro Lua em mw.title.lua na linha 318: bad argument #2 to 'title.new' (unrecognized namespace name 'Portal').",Easy
 Teófilo Braga foi um presidente de Portugal.,Easy
 27 de janeiro é um dia do mês de janeiro.,Easy
" Pedro Sánchez Pérez-Castejón (nascido em 29 de fevereiro de 1972) é um político espanhol. Ele é o 12º e atual primeiro-ministro da Espanha desde 1 de junho de 2018. É líder (Secretário-Geral) do Partido Socialista Operário Espanhol (PSOE). Ele assumiu o cargo pela primeira vez de 2014 a outubro de 2016, mas por causa de tensões no partido, ele renunciou ao cargo e foi substituído por um comitê interino.",Easy
" Shawn Adam Levy (nascido em 23 de julho de 1968) é um diretor, produtor e ator canadense de cinema e televisão . Dirigiu os filmes Big Fat Liar (2002), Just Married (2003), Cheaper by the Dozen (2003), The Pink Panther (2006), Night at the Museum (2006), Night at the Museum: Battle of the Smithsonian (2009), Date Night (2010), Real Steel (2011), The Internship (2013), This Is Where I Leave You (2014) e Night at the Museum: Secret of the Tomb (2014). Ele também dirigiu episódios de programas de televisão como The Secret World of Alex Mack, The Famous Jett Jackson e Stranger Things.",Easy
 Ana da Grã-Bretanha foi monarca do Reino Unido,Easy
 Ciro Nogueira é o atual ministro da Casa Civil do Brasil.,Easy
" O termo franceses (em francês: les Français, ) refere-se tanto a um grupo étnico na Europa Ocidental quanto aos cidadãos da França. Existem cerca de 100 milhões de franceses no mundo.",Easy
" James Thomas Fallon (nascido em 19 de setembro de 1974) é um ator, comediante, cantor, músico e apresentador de televisão americano. Fallon é o apresentador do The Tonight Show Starring Jimmy Fallon desde 2014.",Easy
 Um cantor é uma pessoa que canta com sua voz .,Easy
 Sergej Kraigher foi um presidente da Jugoslávia.,Easy
" João Guilherme de Ávila Costa (nascido em 1 de fevereiro de 2002) é filho do cantor Leonardo e irmão do cantor Zé Felipe, ele é cantor e ator que já trabalhou em novelas SBT.",Easy
 Burquina Faso é um país.,Easy
 José de San Martín é um político que foi o primeiro presidente do Peru.,Easy
" Anastasia da Rússia (1901-1918) foi uma princesa russa (grã-duquesa), filha do czar Nicolau II da Rússia e de sua esposa, a czarina Alexandra Feodorovna. O horror e o mistério em torno de sua morte há muito são enigmas do século XX. Quando Anastasia nasceu em 18 de junho de 1901, ela era a quarta filha de Nicolau II da família Romanov. Ela também terá um irmãozinho Alexis quem se tornará o Tsarevich; herdeiro do Império. As crianças imperiais vivem sobriamente e ajudam os servos; eles têm aulas com um professor particular, mas Anastasia é dissipado e gosta pouco de estudar; ela prefere se divertir e passar as férias de verão no iate do pai. Longe das obrigações profissionais, o czar Nicolau II é ali um pai afetuoso e brincalhão.",Easy
 2000 é um ano.,Easy
 Jean Casimir-Perier foi Presidente da França.,Easy
 (Polygonum) L. é um gênero botânico da família Polygonaceae. Polygonum s.l. como tratado por Teillier et al. 2021 persicária ,Easy
 Chapter Four: Dear Billy foi o episódio da série da Netflix Stranger Things da quarta temporada.,Easy
 Érico III da Dinamarca foi um monarca da Dinamarca.,Easy
" Enola Holmes é um filme de mistério americano de 2020, baseado no primeiro livro da série de mesmo nome de Nancy Springer.",Easy
" Um herdeiro legal é alguém que é elegível para suceder o monarca. Em uma monarquia hereditária, um príncipe herdeiro ou princesa às vezes é referido como o herdeiro legal do trono, geralmente o filho mais velho do monarca (e às vezes o filho mais velho) porque ele ou ela tem o direito de suceder o monarca. Se o monarca não tem (ou não) descendentes e um irmãoirmã ou sobrinhosobrinha é elegível para herdar, é chamado de herdeiro presuntivo. Ele mantém esta posição apenas até que o herdeiro legítimo do trono nasça. William, Príncipe de Gales, herdeiro do Rei Carlos III do Reino Unido Catarina Amália, Princesa de Orange, herdeira do Rei Guilherme Alexandre dos Países Baixos Frederico, Príncipe Herdeiro da Dinamarca, herdeiro da Rainha Margarida II da Dinamarca Leonor, Princesa das Astúrias, herdeira do Rei Filipe VI de Espanha Isabel, Duquesa de Brabante, herdeira do Rei Filipe da Bélgica Vitória, Princesa Herdeira da Suécia, herdeira do Rei Carlos XVI Gustavo da Suécia Haakon, Príncipe Herdeiro da Noruega, herdeiro do Rei Haroldo V da Noruega",Easy
" Julia Fiona Roberts (nascida em 28 de outubro de 1967) é uma atriz e produtora americana. Ela é mais conhecida por seus papéis nos filmes Steel Magnolias (1989), Pretty Woman (1990), Runaway Bride (1998) e Erin Brockovich (2000). Roberts regularmente interpreta personagens de mulheres atraentes e poderosas. Ela esteve entre as 50 pessoas mais bonitas do mundo pela People Magazine oito vezes.",Easy
 Chinês yue é um idioma.,Easy
" George Washington (Condado de Westmoreland, 22 de fevereiro de 1732 – Mount Vernon, 14 de dezembro de 1799) foi um líder político, militar e estadista norte-americano. Um dos Pais Fundadores dos Estados Unidos, foi o primeiro presidente daquele país de 1789 a 1797. Anteriormente, liderou as forças patriotas à vitória na Guerra de Independência. Presidiu a Convenção Constitucional de 1787, que elaborou a Constituição e estabeleceu o governo federal. Washington foi denominado o ""Pai da Pátria"" por conta de sua liderança na formação dos Estados Unidos.",Easy
 Küsnacht é uma cidade no cantão de Zurique. Encontra-se no distrito de Meilen.,Easy
 Hope Not é uma canção do grupo sul-coreano Blackpink.,Easy
" Bolsominion, é um termo pejorativo usado por opositores do ex-Presidente brasileiro Jair Bolsonaro para se referir a alguns de seus apoiadores. Principalmente visto como um termo pejorativo por aqueles cujas posições políticas se opõem às de Bolsonaro, o termo também foi reaproveitado ao longo do tempo por alguns bolsonaristas que adotaram o apelido de quem compartilha ideias semelhantes. Em 2019, o deputado federal Eduardo Bolsonaro ganhou uma noite temática referente ao mandato. Geralmente, os ""Bolsominions"" são retratados como indivíduos reacionários obstinados extrema direita que apóiam uma intervenção militar, conhecidos sob o nome de golpes, para resolver problemas relacionados à saúde, educação e segurança públicas. São eles que se sentem amedrontados e impotentes diante do jogo socio. Eles são os campeões do anti-intelectualismo, defensores do porte armas sem restrições. Embora se oponham ao nacionalismo e ao desenvolvimentismo, rotulam erroneamente a corrente política como ""comunismo"", mas eles costumam vestir a camisa amarela da seleção brasileira de futebol na política e preferem defender o neoliberalismo.",Easy
 Um editor é uma pessoa que faz alterações.,Easy
 Eleições no Brasil foi finalizado. (atualizar) A Eleições estaduais no Maranhão em 2022 acontece nos dias 2 e 30 de outubro de 2022 para eleger o governador nas Eleições estaduais no Brasil em 2022.,Easy
 Cristóvão II da Dinamarca foi um monarca da Dinamarca.,Easy
" The Jackson 5 foi um grupo musical americano que tocava R&B, pop, soul e funk. O grupo era formado pelos irmãos Jackie Jackson, Tito Jackson, Jermaine Jackson, Marlon Jackson, Michael Jackson e Randy Jackson.",Easy
" Mr. Bean é o personagem principal da série de comédia de televisão britânica de 1990 Mr. Bean. Ele é interpretado pelo comediante e ator britânico Rowan Atkinson. O personagem Mr. Bean é uma das figuras mais conhecidas, populares e cômicas da história do cinema, seu nome é conhecido em quase todo o mundo, seu personagem é quase igual ao humor inglês.",Easy
" Eleições estaduais no Brasil em 2014 foi uma época de eleições estaduais, que aconteceu no Brasil.",Easy
" Inaciolândia é um município do Brasil, localizado no estado do Espírito Santo. Predefinição:Portal3",Easy
" Ben é o segundo álbum de estúdio do cantor americano Michael Jackson, O álbum foi lançado em 4 de agosto de 1972 enquanto Jackson ainda era membro do The Jackson 5.",Easy
" Casa Ipatiev (russo: Дом Ипатьева) era a casa de um comerciante em Yekaterinburg (mais tarde renomeado Sverdlovsk em 1924, renomeado de volta para Yekaterinburg em 1991) onde o ex-imperador Nicolau II da Rússia (1868–1918, reinou de 1894–1917), sua família, e membros de sua família foram executados em julho de 1918 após a Revolução Bolchevique. Seu nome é idêntico ao do Mosteiro de Ipatiev em Kostroma, de onde os Romanovs subiram ao trono. Como um ato para o 60º aniversário da Revoluções Russas, foi demolido em 1977 por ordens do Politburo ao governo soviético local, quase 59 anos após o Assassinato da família Romanov e 14 anos antes da dissolução da União Soviética em si.",Easy
 Bangladesh é um país.,Easy
" Francisco de Paula Rodrigues Alves (Guaratinguetá, 7 de julho de 1848 — Rio de Janeiro, 16 de janeiro de 1919) foi um político brasileiro, Conselheiro do Império, presidente da província de São Paulo, presidente do estado, ministro da Fazenda e quinto presidente do Brasil. Ele governou São Paulo por três mandatos: 1887 - 1888, como presidente da província, e como quinto presidente do estado de 1900 a 1902 e como nono presidente de 1912 a 1916. Último paulista a tomar posse como presidente do Brasil, foi eleito duas vezes, cumprindo seu primeiro mandato (1902 a 1906), mas morreu antes de assumir o segundo mandato (que deveria estender-se de 1918 a 1922)",Easy
" Janeiro é o primeiro mês do ano no calendário gregoriano. Você tem 31 dias. Seu nome vem de deus romano Janus. O primeiro dia do mês é denominado ano novo, visto que é o primeiro dia do ano.",Easy
" Vargem Alta é um município do Brasil, localizado no estado do Espírito Santo. Predefinição:Portal3",Easy
" Eleições estaduais no Brasil em 2006 foi uma época de eleições estaduais, que aconteceu no Brasil.",Easy
" Arapiraca é um município do Brasil, localizado no estado do Alagoas Erro Lua em mw.title.lua na linha 318: bad argument #2 to 'title.new' (unrecognized namespace name 'Portal').",Easy
 Avante (partido político) é um partido político do Brasil.,Easy
" A União da África do Sul é a antecessora histórica da atual República da África do Sul. Foi formado em 31 de maio de 1910 quando a Colônia Britânica do Cabo e a Colônia Natal se unificaram com as derrotadas repúblicas Boer da República Sul-Africana e o Estado Livre de Orange. As províncias da união foram chamadas, respectivamente, de Província do Cabo, Província de Natal, Província do Transvaal e Província do Estado Livre de Orange. Após a Primeira Guerra Mundial, a ex-colônia alemã do Sudoeste Africano Alemãofoi colocada sob administração da União da África do Sul como um mandato da Liga das Nações e foi tratada como se fosse outra província.",Easy
 Diplomacia é o uso do tato para obter vantagem estratégica ou encontrar soluções mutuamente aceitáveis ​​para um desafio comum . Pode incluir a formulação de declarações de forma não-confrontacional ou educada.,Easy
 1952 é um ano.,Easy
 21 de agosto é um dia.,Easy
 Cuba é um país insular socialista na América Central.,Easy
 Água Clara é um município do Brasil.,Easy
" Tito Jackson é um cantor americano. Ele é o terceiro filho de Joe Jackson e Katherine Jackson . Ele é membro da banda pop The Jackson 5, que se reformou em 2012. Com The Jacksons, ele teve quatro singles número um nos EUA. Ele tem três filhos, Taryll, TJ e Taj. Eles compõem a banda pop 3T . Ele gravou cinco músicas para um álbum solo, mas nunca foi lançado. Mas em 2011 ele lançou um single, ""We Made It"". Ele estava na série de TV de 2009 The Jacksons: A Family Dynasty com seus irmãos Jermaine, Jackie e Marlon.",Easy
 Draco Malfoy é um personagem fictícia da série de livros e filmes Harry Potter.,Easy
 Antiga e Barbuda é um país.,Easy
 19 de janeiro é um dia do mês de janeiro.,Easy
" Serra do Navio é um município do Brasil, localizado no estado do Amapá. Erro Lua em mw.title.lua na linha 318: bad argument #2 to 'title.new' (unrecognized namespace name 'Portal').",Easy
 Burquina Faso é um país.,Easy
 Gold Stick é um episódio da série sobre a vida da Rainha Elizabeth II The Crown da quarta temporada.,Easy
" A artilharia de costa ou artilharia costeira é o ramo da artilharia responsável pela operação de armas antinavio baseadas em terra ou pela guarnição de batarias fixas em fortificações costeiras. Considera-se que uma única peça de artilharia baseada na costa equivale a três peças navais do mesmo calibre, uma vez que a estabilidade da peça baseada na costa permite uma precisão significativamente maior que as suas homólogas baseadas em navios. As peças de artilharia baseadas em terra também beneficiam, na maioria dos casos, de abrigos fortificados que lhes davam uma proteção impossível nas embarcações antes do aparecimento da blindagem no século XIX.",Easy
 Kim Joo-ae é um membro da família Kim coreana. Ela é filha do líder Kim Jong-un e da primeira-dama Ri Sol-ju.,Easy
" O salmão (nome científico: Salmo salar) é um peixe cinzento e preto, tem cerca de 50 cm de comprimento. Eles comem crustáceos e insetos. Eles nascem no rio, vão para o mar e depois voltam para o rio para acasalar A idade máxima relatada é de 13 anos, mas a maioria dos indivíduos vive de 4 a 6 anos. No mar e no rio especialmente nas águas muito frias do oceano Atlântico Norte",Easy
 Charles de Gaulle foi Presidente da França.,Easy
" Jacqueline Lee Kennedy Onassis ( ˈbuːvieɪ; 28 de julho de 1929 — 19 de maio de 1994) era uma americana socialite, escritora, fotógrafa e editora de livros. Ela também foi a primeira-dama dos Estados Unidos de 1961 a 1963, como esposa de Presidente John Kennedy. Uma primeira-dama popular, ela cativou o público americano com sua devoção à família, dedicação à preservação histórica da Casa Branca, as campanhas que ela liderou para preservar e restaurar marcos históricos e arquitetura, juntamente com seu interesse pela história, cultura e artes americanas. Jacqueline Lee Bouvier nasceu em Southampton, Nova York. Ela se formou na George Washington University em 1951. Após a formatura, Bouvier trabalhou para o Washington Times-Herald como fotógrafo. no ano seguinte, ela conheceu então - Representante Kennedy em um jantar em Washington D.C.. Ela se casou com Kennedy em 1953. Em 1961, aos 31 anos, ela se tornou a terceira mais jovem primeira-dama dos Estados Unidos quando seu marido foi empossado como presidente dos Estados Unidos. Kennedy was known for her restoration of the White House, emphasis on arts and culture along with her fashion style. Após o assassinato e funeral de seu marido, Kennedy e seus dois filhos deixaram a vida pública. Em outubro de 1968, ela se casou com Grego empresário Aristóteles Onassis. Após sua morte em 1975, ela trabalhou como editora de livros em Nova Iorque. Ela é vista como uma das primeiras-damas mais populares e conhecidas da história americana. Em 1999, ela foi nomeada como um dos homens e mulheres mais admirados do século XX pela Gallup. Em 19 de maio de 1994, ela morreu durante o sono de linfoma não-Hodgkin em Nova York. Seu funeral foi em 23 de maio de 1994. Ela foi enterrada ao lado de seu primeiro marido, o presidente Kennedy, no Cemitério Nacional de Arlington.",Easy
" Chespirito (nascido em 21 de fevereiro de 1929 - 28 de novembro de 2014) foi um escritor, ator, diretor, comediante, humorista, compositor e poeta mexicano. Ele era conhecido por escrever, dirigir e estrelar as séries de televisão Chespirito (1968-1995), El Chavo del Ocho (1971-1980) e El Chapulín Colorado (1972-1981). O personagem de El Chavo é um dos mais icônicos da história da televisão latino-americana. El Chavo del Ocho ainda é popular. Foi assistido todos os dias por 91 milhões de pessoas por episódio.",Easy
 Um patrício era um membro da classe alta nas duas classes sociais da Roma Antiga. Eles eram ricos e poderosos. A outra classe era a classe plebeu.,Easy
 Movimento Democrático Brasileiro (1980) é um partido político do Brasil.,Easy
 Eleições gerais no Brasil em 2022 foi uma época de eleições gerais que aconteceu no Brasil.,Easy
" Feira Grande é um município do Brasil, localizado no estado do Alagoas Erro Lua em mw.title.lua na linha 318: bad argument #2 to 'title.new' (unrecognized namespace name 'Portal').",Easy
 5 de agosto é um dia.,Easy
" Forever, Michael é o quarto álbum de estúdio do cantor americano Michael Jackson. Este álbum foi lançado em 1975. Este álbum é o quarto e último álbum de estúdio de Michael Jackson lançado pela Motown Records.",Easy
" Instituído pela Constituição do Brasil , o Senado Estadual é o órgão representativo do Estado. Os membros são eleitos pelo sistema proporcional , levando-se em consideração a filiação de ingresso (partido político ou coligação de partidos), como forma de definir o número de candidatos eleitos que estão preenchendo as vagas reservadas a grupos específicos.",Easy
 Geórgia é um país.,Easy
 Lindon Johnson foi um ex-presidente dos Estados Unidos.,Easy
 1948 é um ano.,Easy
 Lazar Koliševski foi um presidente da Jugoslávia.,Easy
 Jorge V do Reino Unido foi monarca do Reino Unido,Easy
" Jennifer Joanna Aniston (nascida em 11 de março de 1969) é uma atriz, produtora americana. Ela é mais conhecida por seu papel no programa de televisão Friends. Por isso, ela ganhou um Emmy, e um Globo de Ouro. Desde então, ela esteve em muitos filmes diferentes.",Easy
 Um cônsul romano era o mais alto político escritório eleito da República Romana.,Easy
" Akshatā Nārāyan Mūrty (nascida em abril de 1980) é uma herdeira, empresária, designer de moda que é o atual cônjuge do primeiro-ministro do Reino Unido desde 2022, como a esposa do Primeiro Ministro Rishi Sunak. Murty também é filha de N. R. Narayana Murthy, fundador da empresa multinacional indiana de TI Infosys, e Sudha Murty.",Easy
 Paula Mourão é a atual segunda-dama do Brasil por ser a atual esposa do Vice-presidente Hamilton Mourão.,Easy
" Uma cruz é um símbolo, que é usado para muitas coisas.",Easy
 O Presidente do Governo da Espanha (espanhol: Presidente del Gobierno) é o chefe do Governo da Espanha. O escritório foi criado pela Constituição de 1978. O atual primeiro-ministro é Pedro Sánchez. O primeiro político a ocupar o cargo de primeiro-ministro foi Adolfo Suárez.,Easy
 Dudley Dursley é um personagem fictícia da série de livros e filmes Harry Potter.,Easy
" Esta é uma lista de países e territórios pela sua área. Não inclui a península da Crimeia. Antes da sua dissolução (1991), a União Soviética tinha uma área de 22 402 200km². Inclui os territórios reivindicados: Território Antártico Britânico, Dependência de Ross, Terra Adélia, Ilha de Pedro I, Território Antártico Australiano, Terra da Rainha Maud, Território Antártico Chileno, Antártida Argentina e Terra de Marie Byrd. 9 640 821km² com os territórios administrados pela República Popular e disputados com a Índia (Aksai Chin e Trans-Karakoram Tract). A China, com as 22 províncias, as cinco regiões autônomas, as quatro cidades administrativas e os territórios de Aksai-Chin e Caracóram (controlados pela China) forma um área total de 9 669 512km². Excluindo as áreas de Macau e Hong Kong. É o maior país situado inteiramente no continente asiático. Maior república e maior subdivisão da Rússia. Maior estado e maior subdivisão do Brasil. Maior estado e maior subdivisão dos Estados Unidos. Erro de citação: Existem etiquetas <ref> para um grupo chamado ""nota"", mas não foi encontrada nenhuma etiqueta <references group=""nota""> correspondente",Easy
 Varredor de rua é uma profissão.,Easy
 Tonga é um país.,Easy
 Emirados Árabes Unidos é um país.,Easy
 Luxemburgo é um país.,Easy
" Química é a ciência que estuda a composição, estrutura, propriedades da matéria, as mudanças sofridas por ela durante as reações químicas e a sua relação com a energia. É considerada uma ciência exata e é chamada muitas vezes de ciência central porque é a ponte entre outras ciências naturais como a física, matemática e a biologia. A química possui papel fundamental no desenvolvimento tecnológico, pois a utilização dos conceitos e técnicas dessa ciência permite a obtenção de novas substâncias, além de preocupar-se com a prevenção de danos e exploração sustentável do meio ambiente.",Easy
" Tapauá é um município do Brasil, localizado no estado do Amazonas. Erro Lua em mw.title.lua na linha 318: bad argument #2 to 'title.new' (unrecognized namespace name 'Portal').",Easy
" Pracuuba é um município do Brasil, localizado no estado do Amapá. Erro Lua em mw.title.lua na linha 318: bad argument #2 to 'title.new' (unrecognized namespace name 'Portal').",Easy
 4 de agosto é um dia.,Easy
" Norfolk é um condado de baixa altitude em East Anglia , no leste do sul da Inglaterra . Faz fronteira com Lincolnshire a oeste, Cambridgeshire a oeste e sudoeste e com Suffolk ao sul. Seus limites norte e leste são a costa do Mar do Norte , incluindo The Wash . A cidade do condado é Norwich . Norfolk abriga o Norfolk Broads , um famoso ponto turístico e de vida selvagem.",Easy
 Fátima Bezerra é um política brasileira que atualmente é o governadora do Rio Grande do Norte.,Easy
" A Walt Disney Company é uma das maiores empresas de entretenimento e mídia do mundo. A Disney é conhecida pelo universo do Mickey Mouse e do universo do Pato Donald. Este estúdio é famoso por incluir desenhos animados, filmes, TV e curtas-metragens. Foi iniciado em 1923 por Walt Disney.",Easy
 George Bush foi um ex-presidente dos Estados Unidos.,Easy
" A quarta temporada da série de televisão de terror de ficção científica americana Stranger Things apareceu em duas partes. Os primeiros sete episódios foram lançados em 27 de maio de 2022 e os dois restantes foram lançados mundialmente no serviço de streaming Netflix em 1º de julho de 2022. A temporada foi desenvolvida pelos irmãos Duffer com os produtores Shawn Levy, Dan Cohen e Iain Paterson.",Easy
 Zoran Lilić foi um presidente da Jugoslávia.,Easy
" Nivaldo Batista Lima (nascido em 3 de setembro de 1989) é um cantor, compositor e instrumentista brasileiro de música sertaneja. Gusttavo Lima iniciou sua carreira como solista aos 18 anos. Tornou-se famoso em todo o Brasil no verão de 2011 com o lançamento da música ""Balada Boa"" de seu segundo álbum Gusttavo Lima e Você. Com este álbum vendeu mais de 50.000 cópias posicionando-se assim no Top 10 da Billboard Brasil e obtendo um disco de platina.",Easy
 Vergangenheit é um episódio da série sobre a vida da Rainha Elizabeth II The Crown da segunda temporada.,Easy
" Benjamin Constant (Amazonas) é um município do Brasil, localizado no estado do Amazonas. Erro Lua em mw.title.lua na linha 318: bad argument #2 to 'title.new' (unrecognized namespace name 'Portal').",Easy
" A música é uma forma de arte que utiliza o som organizado no tempo. A música também é uma forma de entretenimento que reúne sons de uma maneira que as pessoas gostam, acham interessante ou dançam. A maioria das músicas inclui pessoas cantando com suas vozes ou tocando instrumentos musicais, como piano, violão, bateria ou violino.",Easy
" As Forças Armadas Britânicas são as forças armadas do Reino Unido . As Forças Armadas britânicas são oficialmente chamadas de Forças Armadas de Sua Majestade , e às vezes são chamadas de Forças Armadas da Coroa . As Forças Armadas Britânicas são compostas por três partes: o Exército Britânico , a Marinha Real (e os Fuzileiros Navais Reais ) e a Força Aérea Real .",Easy
 Uma profissão é um trabalho em que alguém trabalha e para o qual recebeu treinamento. É o que eles fazem para ganhar dinheiro ou viver. As pessoas muitas vezes estudam por anos para fazer seu trabalho,Easy
 Turquia é um país.,Easy
