text,class
Satelitea objektu baten inguruan grabitatzen ari den beste objektua da. Sateliteak naturalak eta artifizialak izan daitezke:,Easy
"Lurrun-makina ur kantitate batetik eskuratutako bero-energia mugimendu-energia bihurtzen duen makina bat da. Prozesua bi fasetan bana daiteke, funtsean: aurrena, galdara itxi batean dagoen ura berotuz, ura lurrundu egiten da, eta lurrun horrek, zilindroaren bolumena handitu egiten duenez, pistoi bat bultzatzen du. Biela-biradera baten bidez, pistoiaren higidura zuzena biraketa-higidura bilakatzen da.",Easy
"Giza eskubideak pertsona guztiek, gizaki izateagatik, izan behar ditugun eskubideak dira. Giza eskubideen oinarria da gizaki guztiok berdinak garela gizaki bezala ditugun eskubideetan, edozein izan arren gure sexua, adina, nazionalitatea, jatorria, erlijioa, hizkuntza, sexu-joera, posizio ekonomikoa edo bestelako ezaugarriak. Funtsezkoena da gizaki guztiek dutela bizitzeko eskubidea, bai eta nahi ditugun sinesteak edo iritziak izatekoa ere. Gizarte demokratikoetan, jende gehienak pentsatzen du gobernuek babestu eta bultzatu behar dituztela pertsona guztien giza eskubideak. Giza eskubideak ez dira nahasi behar eskubide zibilekin: azken hauek Estatu bakoitzeko lege eta konstituzioetan jasota dauden eskubideak dira. Adibidez, gidatzeko baimena ateratzea hiritarren eskubide zibila da; baina eskubide hori mugatuta egon daiteke baldintza batzuen arabera: leku gehienetan, adin nagusitasuna izan arte ezin da gidatzeko baimena atera. Aldiz, giza eskubideak gizaki guztiok gizaki izateagatik ditugunak dira eta ezin dira mugatu; askatasuna da, adibidez, giza eskubidea. Hain zuzen ere, giza eskubideek mugatu behar dute gobernuen boterea. Adibidez, askatasuna giza eskubidea da, eta Gobernu edo Estatuek delituren bat egin duen pertsonaren askatasuna bakarrik muga dezake, beste inorena ez. Beste kasu batzuetan, giza eskubideek obligazio edo betebeharrak jartzen dizkiete gobernu eta estatuei: adibidez, hezkuntzarako eskubidea bete ahal izateko, gobernu eta estatuek doaneko hezkuntza eskaini behar diete hiritar guztiei. Beste giza eskubide batzuek, azkenik, mundu mailako kolaborazio eta elkarlana eskatzen dute: adibidez, bakean bizitzeko eskubidea bete ahal izateko. Antzinako gizarteetan, jendeari ez zitzaion ia inolako eskubiderik aitortzen; jende gehienak obligazio eta betebeharrak besterik ez zuen agintarien aurrean. messi y tambien me gusta el futbol. Antzinako greziar eta erromatarrak hasi ziren lehen aldiz pentsatzen jendearen eskubideei buruz. Erromako estoikoek, adibidez, lege naturala deitzen zuten zerbait zegoela uste zuten; haien arabera, lege natural horiek zenbait eskubide ematen zizkion mundu guztiari, baita Erromako herritartasuna ez zutenei ere. Baina, geroago, XVII. mendera arte ez zen berriro hitz egin giza eskubideen antzeko ezeri buruz. Mende horretatik aurrera, Ilustrazioa edo Argien Garaia deitzen den mugimendu kultural eta intelektuala sortu zen. John Locke pentsalari ingelesak idatzi zuen gizabanakoaren eskubideak gobernuak baino lehenago daudela. Frantzian, Jean-Jacques Rousseau pentsalariak esan zuen gobernuen ardura dela norbanakoaren eskubide horiek babestea eta zaintzea. ""Gizakiaren eskubideak"" hasi ziren aipatzen gero eta gehiago. Amerikako Iraultzarekin (1775-83) eta Frantziako Iraultzarekin (1789) are gehiago zabaldu ziren ideia hauek. Estatu Batuen Independentzia Adierazpenean jasota geratu zen ""gizaki guztien"" eskubide zirela ""bizitza, askatasuna eta zorionaren bilaketa"". Frantzian, Gizakien eta Herritarren Eskubideen Adierazpena idatzi zen 1789an. Hala ere, baita Estatu Batuetan ere, jende guztiak ezin zituen betearazi bere giza eskubideak. Esklaboek ez zeukaten eskubiderik, eta emakumeek ere oso eskubide mugatuak zituzten. Estatu Batuetako esklaboek XIX. mendearen ia bukaera arte ez zituzten aitortuta ikusi beren giza eskubideak; eta emakumeek ere, herrialde askotan, XX. mendera arte ez zuten lortu gizonen eskubide berberak edukitzea. II. Mundu Gerran milioika pertsona hil ziren, baita gerran parte hartu ez bazuten ere. Alemaniako naziek 6 milioi pertsonatik gora hil zituzten, adibidez, juduak izateagatik bakar-bakarrik (hau da, beraien erlijio edo jatorriagatik), bai eta beste pertsona asko ere beste arrazoi batzuengatik. Nazioarteko auzitegi batek nazien buruzagi batzuk epaitu zituen ""Gizateriaren aurkako krimenak"" egiteagatik. Gerrako basakeriak eta, bereziki, juduek jasandako Holokaustoak argi erakutsi zieten herrialde askori beharrezkoa zela mundu guztiaren eskubideak babestea mundu osoan. Herrialde horietako batzuek Nazio Batuen Erakundea (NBE) sortu zuten, horregatik, 1945ean. Geroago, 1948an, NBEk Giza Eskubideen Aldarrikapen Unibertsala deritzana plazaratu zuen; aldarrikapen honek 30 atal edo artikulu ditu eta bertan aipatzen dira gizaki guztiek mundu osoan eduki behar dituzten giza eskubideak. Gainera, Giza Eskubideen Eguna ere ezarri zuten, urtero abenduaren 10ean ospatzeko. Nazio Batuen Erakundeak badu, gainera, Nazio Batuen Giza Eskubideetarako Goi Mandatariaren Bulegoa deitzen dena. Bulego honetan, beste hainbat talderekin lanean aritzen dira mundu osoan gizon, emakume eta umeen eskubideak babestearren.",Easy
"Erlamandoak erle arrak dira; erle erregina baino txikiagoak dira, baina erle langileak baino handiagoak, eta abdomen zabalagoa dute; hegoak gorputza baino luzeagoak dituzte. Udaberrian jaiotzen dira eta ez dira luzaroan bizitzen: hiru hilabete besterik ez. Ez dute eztenik, ez dute argizaririk ekoizten, ez eta polenik biltzen ere. Erregina ernaltzea da haien egiteko bakarra. Hori egin eta gero, erle erreginak hil egiten ditu edota beste erleek ez diete erlauntzara sartzen uzten, elikatu beharrik ez izateko, eta, horregatik, gosez edo hotzez hiltzen dira. Erlamandoak ernaldu gabeko obulu batetik sortzen dira. Izan ere, erle erreginak bi motako arrautzak erruten ditu: ernaldu gabekoak (erlamandoak sortuko dituztenak) eta ernalduak (erle emeak sortuko dituztenak).",Easy
"Mumbai Indiako hiri bat da, herrialde horretan biztanle gehien dituena, bai eta munduko hamairugarren handiena ere. 2011ko datuen arabera, hiriak 12,442,373 biztanle ditu. 1995 urterarte Bombay izena izan zuen. Indiaren erdialdean kokaturik dago, mendebaldeko ertzean. Bi uharte handiren gainean eraikita dago, Mumbai eta Salsette uharteetan. Bi uharte hauek zubien bidez loturik daude. Hasieran Hindu inperioa eta musulman inperioaren barnean egon zen. Iritsi ziren lehenengo europarrak portugaldarrak izan ziren, baina 1626 urtean britainiarrek konkistatu zuten. 1947an Indiak askatasuna lortu zuen. Monumentu hauek dira ezagunenak: Tren geltokia. Taj Mahal Palace hotela. India Gateway. Liburutegia. Bandra–Worli zubia.",Easy
"Bakterioak zelula bakarraz osatuta dauden izaki bizidun batzuk dira, organismo unizelularrak, alegia. Mikroorganismoak dira (mikrobioak ere deituak) eta gure planetako izaki bizidun ugarienak dira. Ez dute nukleorik, legamiek ez bezala, hauek ere unizelularrak baitira, baina nukleoa dute. Bakterio batzuek gaixotasun infekziosoak eragin ditzakete, eta horregatik, patogenoak direla esaten da (grezieratik pathos = ""gaixotasuna"" eta genein = ""sortu""); baina gehienak onuragarriak dira gizakiarentzat; are gehiago, oso onuragarriak dira sinbiosia gertatzen denetan edota zenbait industri prozesutan. Bestalde, materiaren zikloetan (karbonoa zein nitrogenoarenean) parte hartzen dute, eginkizun garrantzitsua dutelarik. Lurreko ekosistemetan betetzen duten zeregina oso garrantzitsua da. Horregatik, esan ohi da bakteriorik gabe ez litzatekeela posible izango Lur gainean gizakirik, animaliarik edo landarerik ere egotea. Animalien zelulak baino 50 aldiz txikiagoak dira, 1 µm inguru, hots, metro maten milioirena. Horregatik, nahiko zaila izaten da mikroskopio optiko batez behatu ahal izatea. Bakterioek kromosoma bat baino ez dute. Bakterioak mota guztietako habitatetan aurki daitezke: lurzoruan, uretan, airean, bai eta beste bizidunen barruan ere. Habitat gogorrenetan ere bizi daitezke, bestelako bizidunik egon ezin den lekuetan: 0º C-tik beherako tenperaturetan bezala, baita 100º C-tan ere; itsaso sakonean, 5.000 metrotik behera, ikaragarrizko presioak jasanez; habitat azidoetan (pH=1) eta urik gabeko tokietan, etab. Louis Pasteur izeneko zientzialari frantses batek frogatu zuen XIX. mendearen bukaeran bakterioak existitzen zirela, eta zientzia berri bat sorrarazi zuen: Mikrobiologia. Pasteur baino lehen, sorkuntza espontaneoaren teoria zen nagusi, hau da, bizidunak materia bizigabetik sor zitezkeela zioen teoria biologikoa. Zientzialari honek berak aurkitu zuen bakterioak hiltzeko modu bat, batez ere kontserbetarako edo esnerako: pasteurizazioa. Bakterioak mota desberdinekoak dira. Adibidez, oxigenoaren beharraren arabera, bi multzotan banatzen dira: Itxuraren arabera, aldiz, honelakoak izan daitezke: Bakterioak materia organikoz elikatzen dira: azukrea, almidoia, zelulosa, proteinak, koipeak, hidrokarburoak... Horretarako, enzima batzuk sortzen dituzte, makromolekulak (molekula handiak) degradatzen (suntsitzen) eta molekula sinple bihurtzen uzten dienak haietaz elikatu ahal izateko. Organismo asexuatuak dira (ez dute sexurik), eta zatiketa zelularraren bidez ugaltzen dira, beren burua erdibituz alegia: zelula batek (bakterio ama deitua) bi zelula berdin (zelula kume deituak) sortzen ditu; hauek amaren ondare genetiko berbera dute, eta haiek ere zelula ama bihurtzen dira, etab. Eta beste hainbat.",Easy
"Denbora kontzeptu edo magnitude fisiko bat da erabiltzen duguna gertatzen diren gauzen iraupena eta tarte edo banaketa neurtzeko edo, baita ere, objektuen abiadura eta aldaketak adierazteko. Denboraren bidez, gertakariak ordenatu egiten ditugu halako hurrenkera batean: lehenagoko gertakariek iragana osatzen dute; oraindik gertatu ez denak etorkizuna osatzen du; eta ez iragana eta ez etorkizuna ez dena, hau da, une bakoitzean gertatzen ari diren gauzek oraina deitzen duguna osatzen dute. Iraganak, orainak eta etorkizunak denboraren lerroa deitzen duguna osatzen dute; gauza bakoitza noiz gertatu den zehazteko erabiltzen dugu lerro hori, eta beti norabide berean garatzen da, denbora beti aurrera baitoa, guk kontzeptu hori irudikatzeko dugun moduan. Denbora neurtzeko, bestalde, errepikatzen diren unitate asko erabiltzen ditugu, denboraren lerroan egiten ditugun zati edo segmentuen arabera. Hona hemen denbora neurtzeko erabiltzen ditugun unitate edo neurri desberdinetako batzuk:",Easy
"Mantua Lurraren geruzetako bat da, lurrazalaren eta nukleoaren artean dagoena, hain zuzen. Planetaren bolumenaren% 84 inguru okupatzen du. Lurrazaletik 33 km ingurura (edo 8 km ingurura lurrazal ozeanikoan) hasten da eta 2 900 km inguruko lodiera du guztira. Bi zati bereizten dira: Zientzialarien arabera, bi zatien artean badago halako trantsizio-zona bat, dentsitate desberdinekin. Mantuan sortzen da magma.",Easy
"Diputatuak, sistema parlamentario batean, herritarrek Legebiltzarrerako, Batzar Nagusietarako edo aldundietarako hautatzen dituzten ordezkari politikoak dira. Legeak sortu eta onartzeko hautatzen dira, hauteskundeen bitartez eta sufragio unibertsalarekin. Bi ganbera dituzten sistemetan, Espainian adibidez, diputatuak behe-ganberako kideak izaten dira; goi-ganberakoei senatari deitzen zaie.",Easy
"Italiar penintsula Europa hegoaldean, Mediterraneo itsasoaren erdialdean dagoen penintsula da, Tirreniar eta Adriatiko itsasoen artean. Haren azalera gehiena Italiak okupatzen du, baina Vaticano Hiria eta San Marino herrialdeak ere badaude barruan. Europako penintsularik luzeenetako bat da: izan ere, 1.000 km baino gehiago ditu iparraldetik hegoaldera. Geografikoki, mendebaldean Liguriar itsasoa eta Tirreniar itsasoa ditu, hegoaldean Itsaso Jonikoa eta ekialdean Adriatikoa. Bestalde, Apenino mendiak dira penintsularen bizkarrezurra. Italiar penintsula Alpe mendietan hasten dela askotan esaten den arren, egiatan Alpeak ez daude penintsularen barruan: italiar penintsula, berez, Italia iparraldeko lautada zabalean hasten da, Po ibaiaren haranean zehazki.",Easy
"Hanka edo zangoa gorputzaren atal edo gorputz-adar bat da. Beste animalia askok ere dituzte hankak, gorputzari eusteko, mugitu ahal izateko eta, kasu batzuetan, harrapakinak harrapatzeko. Gizakiok bi hanka ditugu, aldakatik hasita oinetaraino iristen direnak. Beste ugaztun batzuek, berriz, lau hanka dituzte; eta beste animalia batzuek sei edo zortzi hanka dituzte, baita ehunka ere. Gizakion hankek lau zati dituzte: Izterraren eta bernaren artean, belauna deitzen dugun giltzadura edo artikulazioa dago. Gizakion hanka-hezurrak, ugaztun gehienekin gertatzen den bezala, bi zati dituzte giltzadura batez lotuak. Hankaren goiko zatia pelbisari lotuta dago, eta haren barruko hezurra izterrezurra deitzen da. Beheko zatiak, bernak alegia, bi hezur ditu: handiena tibia deitzen da, eta txikiena peronea. Izterrezurraren eta tibia eta peronearen arteko artikulazioan, belaunezurra daukagu. Bernaren beheko aldea oinari lotuta dago orkatila deitzen den giltzaduraren bidez. Oina hezur ugariz osatuta dago. Hainbat gihar edo muskulu daude, bestalde, hankak mugitu ahal izateko. Lau hankako ugaztunek gorputzaren azpian dituzte hankak. Atzeko hankak gizakion hanken antzekoak dira, eta aurreko hankak, berriz, gizakion besoen antzekoak. Lau hankek gorputzari eusteko eta mugitzeko eginkizuna dute, baina aurreko hankek jotzeko, bultza egiteko,lurra zulatzeko edo erasotzeko ere balio dute. Anfibioek, narrastiek eta artropodoek (intsektu, armiarma, krustazeo eta ehunzangoek, adibidez) ere hankak dituzte. Gehienek muskuluak, artikulazioak eta atalak dituzte, ugaztunek bezala. Dena dela, animalia hauen hankak gorputzaren alboetara lotuta egoten dira, ez gorputzaren azpian. Anfibio eta narrasti gehienek lau hanka dituzte; artropodoek, ostera, 3 eta 200 hanka pare bitarte izaten dituzte, eta haien hankek, barruko hezurrak eduki beharrean, kanpoko estalki gogor bat izaten dute; kanpoko estalki horri exoeskeletoa deitzen zaio. Hegaztiek atzeko bi hanka dituzte gorputzaren azpian, beren gihar, giltzadura eta atalekin. Aldiz, goiko hankek hegal bihurtu arte eboluzionatu dute.",Easy
