Value;Language Pair
[0.002560883620634497, 0.0205477472204365, 0.005244368321261229, 0.006697881429434979, 0.012940225517397867, 0.01311917026181214, 0.00968697381695561, 0.0049737732296700225, 0.0014444490750506172, 0.0039802494278131555, 0.0028017438717180105, 0.002803171813883269, 0.007183843804555077];en-ar
[0.0026798705081145873, 0.014875451728402145, 0.006074738228917701, 0.005162348269308076, 0.005259574901689146, 0.002428413760978656, 0.0016444320392825318, 0.0017897263161386968, 0.001629465920862999, 0.0023673246962278823, 0.0015766139800110685, 0.0019514515814600085, 0.008087826947360068];en-ru
[0.005887160008350182, 0.010346491985527732, 0.00483802183932596, 0.009011121975942322, 0.008006302727429656, 0.004659109004931761, 0.0031042058824818078, 0.0019730550725650274, 0.0016192815752214896, 0.0032750359947212493, 0.004124052965527406, 0.005821599021771138, 0.007197199943223004];en-fr
[0.0038341145901542068, 0.017204248912898824, 0.005669114994003992, 0.006457936360194615, 0.012288855171629393, 0.016023239499093164, 0.011944032350472296, 0.006815823505332196, 0.0018072193275649804, 0.004438517299026978, 0.0021577031177389505, 0.003078366745512286, 0.006712004319278565];en-hi
[0.002437588809529572, 0.01889568023931068, 0.005165609696154662, 0.006604228252578284, 0.012351464171927017, 0.012344262963441748, 0.009478917766467622, 0.0050890103583628955, 0.0014754625962467953, 0.004020105905579007, 0.002787959269591737, 0.0028577063648519696, 0.008725399800762193];en-ar
[0.0031356271086641846, 0.013423760371583543, 0.0055936771337454045, 0.005378997217697402, 0.006007983491190258, 0.003088223064109583, 0.002124231077470206, 0.0015755315878682623, 0.0016277963340123618, 0.0024476742166157192, 0.001620473543492538, 0.0018446400644735635, 0.0090028491530618];en-ru
[0.006136631277546123, 0.010050117462644377, 0.0050140302781043694, 0.009283441787384408, 0.008187359680322534, 0.0031634247157178164, 0.0021309308126910473, 0.0018116942587999136, 0.002007392779581784, 0.002965795759787978, 0.004482273446588393, 0.005805865799755945, 0.010172907446725325];en-fr
[0.0038963906858355134, 0.016805615727500747, 0.0064594664433618365, 0.006582045337307537, 0.011988296140088957, 0.01340022733528095, 0.009624489109042752, 0.005362258308398706, 0.0017779927423665254, 0.003903909586044203, 0.002054885302805734, 0.002841427359615802, 0.006286282798923151];en-hi
[0.002608521416190717, 0.01650445334303601, 0.00538283909279494, 0.006768610612338917, 0.01304906546976963, 0.011732334993056556, 0.008584524187285529, 0.004274733860960284, 0.001268138851061178, 0.0036802920454019296, 0.002691230381656975, 0.0026977399329270917, 0.01012862637924055];en-ar
[0.0027463502878090503, 0.0145878489401179, 0.005797486488299031, 0.0052138171533345, 0.005093565729952155, 0.0024290691135204472, 0.0017956232769533727, 0.0014489203861576495, 0.0012259541530653638, 0.0021713988940981264, 0.0014816893815092417, 0.0016872704142956432, 0.008235447244225381];en-ru
[0.005622980661618921, 0.011247193861429831, 0.004732789562526995, 0.00961449215894985, 0.00889063306799996, 0.002893367162795364, 0.002089853159885362, 0.001640366690435093, 0.0017059960739896213, 0.003023389580671455, 0.003808965818145024, 0.005088021182768834, 0.009676576773602067];en-fr
[0.0037482002651340316, 0.016751550264238545, 0.006388246019298834, 0.006489794407520883, 0.012089398633213523, 0.014529750447913516, 0.010601864666224247, 0.006031905224066886, 0.0017663268696319955, 0.00435085265589698, 0.002213595088771791, 0.003382772738788304, 0.007624743886691];en-hi
[0.002572309272442851, 0.017624886971084795, 0.005319486090172405, 0.006642312466817832, 0.012533047612378794, 0.011428425742369849, 0.00853092757877067, 0.004347944956811104, 0.001268067021220412, 0.003773764857459775, 0.0028817502746966367, 0.002978370192622779, 0.0136096307677082];en-ar
[0.002929335092530957, 0.015065421429929511, 0.006276833053805923, 0.005296150707646822, 0.004605882306350184, 0.002314603116676197, 0.001734391010749305, 0.001867119403682692, 0.0018787311728499204, 0.0030753362875782625, 0.0023279388042295496, 0.0026394531015698306, 0.008278045340198008];en-ru
[0.005989773736566902, 0.011602726580990121, 0.004819291655077868, 0.00876703278437648, 0.007863518711041314, 0.0050665460653608035, 0.003493571419340742, 0.002346927654585834, 0.0016623663885777904, 0.0037451791386809187, 0.0035601371635709646, 0.004973254725754652, 0.012131129403151806];en-fr
[0.003970210320845589, 0.018658272570935632, 0.006824162005135712, 0.006836179065619716, 0.013254424823358766, 0.01628159141920658, 0.01207668508283362, 0.007153320143730372, 0.0022750045504826887, 0.004764090416034531, 0.0027292095297326993, 0.0036212753735260436, 0.006546476123068247];en-hi
[0.0025071005330303355, 0.01960065582334596, 0.005283267183139168, 0.006909623854308248, 0.013728848850570427, 0.01316118475993176, 0.010058293372968657, 0.0056164734007880255, 0.002042921811254411, 0.004547761689264954, 0.003779279189362217, 0.004242467223303049, 0.012750577884538209];en-ar
[0.0027069971877815295, 0.014968489609601558, 0.005971988804303861, 0.005152136751674426, 0.005813132888867912, 0.0037926105429833346, 0.0022863392685707066, 0.0014792560438087082, 0.0014984144483880441, 0.0023548948906830995, 0.0016481023898423847, 0.002084063598732662, 0.010367661508846113];en-ru
[0.005980364346391816, 0.010734589860665599, 0.004984046221290121, 0.009244148782702253, 0.008922958065149506, 0.0030782820400045096, 0.002265894753664902, 0.0017888665016271327, 0.0017835977359663214, 0.0030605993338977135, 0.004269279453098152, 0.005881518030557713, 0.01149706621280003];en-fr
[0.004291407823454327, 0.017281327947131275, 0.006130797295122143, 0.00667114321379956, 0.011225803852963916, 0.014546499727704604, 0.010734165362552298, 0.006202135386203398, 0.0017931716101406837, 0.0044078330425309205, 0.002022539320155805, 0.0030336909842483273, 0.009038165164086356];en-hi
[0.00252543114442838, 0.01792860139804986, 0.005137810633760099, 0.006660674153069545, 0.012279549850666848, 0.01151707996599162, 0.008654266590021721, 0.004381495748821699, 0.001289342884013051, 0.003736373502596326, 0.0028146950609932125, 0.003021170420205779, 0.011004331847010345];en-ar
[0.0032322839983111263, 0.015350486873162188, 0.005644553365978103, 0.005498800172297916, 0.005276988939193697, 0.0023481690200662596, 0.0017826253961417445, 0.0018366016339936998, 0.0016699765086841093, 0.0025523663764452187, 0.0017060653170545845, 0.0016678443384382728, 0.011284536169796388];en-ru
[0.006045227594855791, 0.01140873515497572, 0.005185787841517059, 0.009455012274493288, 0.009157031883111937, 0.00337151555566466, 0.002489137295670845, 0.0018731141795700716, 0.0018344835203251007, 0.003286169562872086, 0.0039389299490239305, 0.005251843871145643, 0.012402283450607603];en-fr
[0.003649105418739746, 0.017988521289697072, 0.006560099659827735, 0.0066123176281661245, 0.012830719010266587, 0.014811954429314262, 0.011011705785668484, 0.006222938920552379, 0.001757312530907787, 0.004079088256080631, 0.0021979382174110275, 0.0032537056178524246, 0.010259628106364608];en-hi
[0.002594455770320235, 0.019057330452513215, 0.005215115239726729, 0.006855794921595035, 0.013072477526578136, 0.01237843052598583, 0.009298227247902097, 0.0048004513930845405, 0.001322095875649526, 0.0038782684897396853, 0.002900415116479751, 0.00315502069064558, 0.014170424577882281];en-ar
