Value;Language Pair
[0.7318501031709214, 0.297341403280152, 0.24907650711587243, 0.34306400627829137, 0.3520851670544168, 0.4265740837622919, 0.4484069928705382, 0.4462822955326798, 0.4364108865118275, 0.4320990373007953, 0.571089029488309, 0.58668526975438, 0.589237607557637];en-hi
[0.7347625702867905, 0.31760535754729063, 0.25564731877782226, 0.35532321120612326, 0.38895710301430275, 0.5480776908741973, 0.60765689428042, 0.6307604847382754, 0.6111591868847609, 0.5718058824849626, 0.616063850557742, 0.6189487519860267, 0.6288568511195869];en-ar
[0.750403645215168, 0.34641908584928993, 0.31236392077291386, 0.3897933728387579, 0.42098440227186074, 0.6052042547582338, 0.6649071845420015, 0.7122666444784651, 0.7384707639552652, 0.6697606948281949, 0.7355487414697806, 0.7000610995121921, 0.6644878327101469];en-ru
[0.780811443173637, 0.4589801082432192, 0.39136102905962616, 0.42784513044791916, 0.4407299622220065, 0.5974109494251509, 0.6672105496904502, 0.7297517007309944, 0.7594028583200028, 0.7095745183589558, 0.7914678578451276, 0.7708006688331565, 0.7177104623025904];en-fr
[0.7236028958562141, 0.33906562393686424, 0.2540953664613577, 0.32473937842839706, 0.3569556955061853, 0.47106194199994206, 0.5017765085325421, 0.5098265862957729, 0.4951312203798443, 0.477678634308589, 0.5786381317861378, 0.5881318376678973, 0.58835882906802];en-hi
[0.7097991877002642, 0.31157949594315143, 0.2457283871358959, 0.35998595153486046, 0.40445941863115875, 0.5566429382228913, 0.6157137078108886, 0.6242743849218823, 0.5816374157792112, 0.5077717948316907, 0.5627892200229689, 0.590965118946818, 0.6274866713160494];en-ar
[0.7265354393958114, 0.33155789986252787, 0.2879142112864065, 0.37425795843902354, 0.41503342180037484, 0.5915366060907642, 0.6407635474065319, 0.689024877185972, 0.6984407334433248, 0.6125589760237684, 0.6668816556502134, 0.6709406477049924, 0.6944422410118083];en-ru
[0.7456571850335846, 0.44087442103036056, 0.35718100108594325, 0.3929314466402866, 0.41505850134262195, 0.6033060372931262, 0.6650381250019806, 0.7205441774567589, 0.7596726972206185, 0.7059354840901991, 0.7799982725580533, 0.7563902834554513, 0.7271457651319603];en-fr
[0.692611673901168, 0.30316256969129124, 0.24309985781811216, 0.29752429118729196, 0.34868639179388994, 0.4814105823302331, 0.500887806781102, 0.488618411240944, 0.4700256002966004, 0.41974558173135545, 0.5239464919005453, 0.5570528118064006, 0.6541468461230397];en-hi
[0.7000778329993288, 0.29851387436312504, 0.245489205160023, 0.3316331271601181, 0.39118580872891473, 0.5510412260020773, 0.5945494261126927, 0.6027756482673188, 0.5762856383885567, 0.5071726895115959, 0.5651543744412871, 0.5935932792924965, 0.6461016168491915];en-ar
[0.7257103826698342, 0.35846852846521265, 0.31838491923641415, 0.3911457096601468, 0.427681262078695, 0.5901622397468115, 0.6457263649643088, 0.6889714006691551, 0.7036114802413309, 0.6110757331441466, 0.6639681672522177, 0.6384178094878249, 0.6621949802804739];en-ru
[0.764160175673945, 0.43809838440754295, 0.3682563279631722, 0.40051772565425686, 0.41618574150527515, 0.5950743171013891, 0.6485775200083541, 0.7021882233109015, 0.7317656398223092, 0.6853404253721237, 0.762091397033073, 0.7228661049778263, 0.6958623152909179];en-fr
[0.7089459285871513, 0.321310037864993, 0.25079155621739724, 0.3246144779579481, 0.3599733824546759, 0.4785046012342597, 0.5051333090189534, 0.50443139563237, 0.48063377329614015, 0.4518571830051951, 0.5105656980661054, 0.5444267896632664, 0.6203503839341769];en-hi
[0.7248444104442994, 0.32511754710188445, 0.25773880527277165, 0.3583494866111626, 0.4034971311490517, 0.5466858603945002, 0.5939892761626592, 0.5765005834955567, 0.5062476808110175, 0.4431639460862304, 0.5305917752650566, 0.5723904193720469, 0.6415035799254353];en-ar
[0.7420987483261463, 0.3521576293238589, 0.3079472555094981, 0.37695666583254933, 0.4389420968682195, 0.5933678412158042, 0.6429898248612881, 0.6878212579463919, 0.6866389067222675, 0.5805369590719541, 0.6285352444894489, 0.6452253997946779, 0.6689845518767834];en-ru
[0.7640049139627566, 0.4305688515600438, 0.3670583408822616, 0.39850806844769976, 0.4206568888598122, 0.5812497257332628, 0.6457168085228963, 0.7140863522466679, 0.7384519658951709, 0.6844878908619285, 0.761559941531159, 0.7381091475704064, 0.7120519321473936];en-fr
[0.7264486126240809, 0.3426992419709374, 0.2637986406526761, 0.3305188340631624, 0.3893688615050632, 0.5043235876442244, 0.5154786666296423, 0.482407001031097, 0.4498898273178687, 0.43952402131088697, 0.5249408487249941, 0.5649343701100831, 0.6257095630668724];en-hi
[0.7207776378840208, 0.30983674825304963, 0.23954384961645095, 0.3182200574413097, 0.36950084951279377, 0.522336336604009, 0.5730886621734438, 0.5768796092021512, 0.5357038113928866, 0.47346466371789575, 0.5201550090087889, 0.5365241812324772, 0.6217951479188438];en-ar
[0.7230254844413139, 0.3352841959005067, 0.3080287120305002, 0.387603938630006, 0.4208302706150941, 0.6038327361472572, 0.6598542746849125, 0.716839628983289, 0.750812504030764, 0.6907118856580928, 0.7668658244299392, 0.7208499743203477, 0.6685765304602682];en-ru
[0.7556226773932576, 0.45224845509122436, 0.37794289500297357, 0.4114645694475621, 0.41176053033486826, 0.5807796643332889, 0.6452052019614105, 0.6993010266821754, 0.7271014231753846, 0.6482474380265921, 0.7190556728995094, 0.7020696432120167, 0.7215049665048718];en-fr
[0.6903171927357713, 0.3367211147409398, 0.28245778972127783, 0.32810343403407993, 0.3706060906233809, 0.5153797817183658, 0.5391033919535888, 0.5336685129253116, 0.523265174649423, 0.49002028428833, 0.5598581138532609, 0.5674663618641596, 0.6185487095545977];en-hi
[0.6937204201573817, 0.3215090242571508, 0.24792127842083572, 0.33763019864757854, 0.39113320019018527, 0.5372547279426363, 0.585739924267012, 0.6121420685193152, 0.6081411220971495, 0.5149907598178833, 0.5813794042860778, 0.6010006002165998, 0.6157999034551903];en-ar
