Value;Language Pair
[0.6900314042414538, 0.511376749809521, 0.5035313126941522, 0.5246208506048181, 0.6116609111874519, 0.7104089874531686, 0.7556524862836037, 0.8043746267437625, 0.8183308369883646, 0.7910033696951966, 0.8418512607808225, 0.8511325949198605, 0.7464546481388];en-fr
[0.6164301602934332, 0.35632258789851523, 0.3568261238565901, 0.38893804141591926, 0.4553962649476792, 0.6805119268517349, 0.7293107732307786, 0.7719010615139268, 0.7893481473776046, 0.7595834087471788, 0.8205694681219756, 0.8104966331411075, 0.6838772640679963];en-hi
[0.6167376725678332, 0.32640354129747723, 0.3545297568617874, 0.4241994699793092, 0.5309166420336502, 0.6799513651430606, 0.7212515256200762, 0.7540230524772779, 0.7789392155160506, 0.7562689961042875, 0.7938215721771121, 0.7918032877884494, 0.7142612239493368];en-ar
[0.6278853902332291, 0.4205543632459012, 0.4343295126022228, 0.4726722408388135, 0.5968619401252363, 0.7232478258591921, 0.755097056501157, 0.7805921299988404, 0.7791946270134456, 0.7389560899239344, 0.8217909902477792, 0.8327800699005213, 0.6734014300140916];en-ru
[0.6843329538501954, 0.5192854723433266, 0.5097994000643181, 0.5377902103141726, 0.6544130403285646, 0.7489452302558736, 0.7862628888882076, 0.818810395176406, 0.828486642131417, 0.7945576944481582, 0.8623747039648394, 0.863783618438368, 0.7552183668424065];en-fr
[0.6087704139187311, 0.36165381974438787, 0.36244934102382104, 0.3921833092579618, 0.4692830592074703, 0.6882421533359836, 0.726896618953906, 0.7576236882006439, 0.7758342197537422, 0.7488524781105419, 0.8009917795060513, 0.8101563817656158, 0.7000357103922094];en-hi
[0.6151933570358475, 0.3277672316162595, 0.36051112760518056, 0.42768257739585047, 0.5610060466468955, 0.7043941058094303, 0.7354963430385154, 0.7661854763577381, 0.7892387703216325, 0.7811616583704017, 0.8360634623095393, 0.8521526518852139, 0.7007288558641449];en-ar
[0.6211620626885754, 0.42246493853939077, 0.44267644979680576, 0.4712128672816713, 0.574099084676709, 0.727093144612154, 0.7689085390279069, 0.8069573313277215, 0.8116018185174714, 0.7743850959449385, 0.8551261222702063, 0.8774694203030473, 0.683491345217141];en-ru
[0.6678690438453729, 0.5072316567883051, 0.4964651317717896, 0.5132516402528078, 0.6367815590820586, 0.7695302424253896, 0.8048651056038216, 0.8437894593396534, 0.8601855712966062, 0.8363940457145994, 0.889873109171167, 0.9084206377528607, 0.7591269031093301];en-fr
[0.6062631302893472, 0.3712792466895189, 0.3832537616889264, 0.4012943915311674, 0.4577668302327705, 0.7041188084632934, 0.7488788703278018, 0.7918229575074899, 0.807810370150643, 0.7728788981027901, 0.8259563399222679, 0.8342980493294696, 0.691648224289529];en-hi
[0.5978381527114834, 0.3295015477301786, 0.3648284018849275, 0.415025327608552, 0.5401351050031371, 0.6911505050602621, 0.7301830402501703, 0.7562446040823609, 0.7691521465817156, 0.750449859254295, 0.789139526222522, 0.7920665247878059, 0.7166050762372712];en-ar
[0.6347009712727353, 0.414570840014106, 0.4290583194171389, 0.4728749920101836, 0.574623787845485, 0.7075984095289217, 0.7490329252973121, 0.7825725293290937, 0.7875572700130093, 0.7419501423253678, 0.8073790961356523, 0.8221100802758398, 0.6806334322419813];en-ru
[0.6744367321048048, 0.5030025241633606, 0.4968102924235427, 0.5130339188555202, 0.6171991363769241, 0.7276404862532703, 0.7618085212640775, 0.7976028589607449, 0.8112289521342609, 0.7873339680116623, 0.8603023237300416, 0.8683446149287435, 0.7629403365892358];en-fr
[0.6153971141470053, 0.3568212901311927, 0.36786796682165, 0.38454530111155083, 0.4547435132677977, 0.6837560749282905, 0.728028913809685, 0.7569906930379027, 0.7731985798835134, 0.7398144635682304, 0.7881014007665605, 0.7847898208887394, 0.6990969256262664];en-hi
[0.6046544239631233, 0.331564996119608, 0.35752564887865446, 0.4038389235199914, 0.5309708500300379, 0.6878898751174953, 0.7343386250765374, 0.7729123589070999, 0.7929351077756533, 0.7710463090768704, 0.816020443054537, 0.8194669640273787, 0.7032219236375143];en-ar
[0.6462995413528309, 0.4380068664472007, 0.45834771304856986, 0.4988118298615639, 0.583870077393561, 0.7182885844713504, 0.7591176423965953, 0.8019244441296906, 0.8146344927636285, 0.7966170192639523, 0.8775564100872725, 0.8889258614295856, 0.6921284769639412];en-ru
[0.700056684645048, 0.5239056574526088, 0.5153752708530132, 0.5420871550500548, 0.6456145244350773, 0.7540172792311447, 0.7955265865996868, 0.8388088672266653, 0.8546158896790197, 0.8430610197037458, 0.9104386430000886, 0.9230143349369367, 0.7619008952146396];en-fr
[0.6302707251349057, 0.37625577612013633, 0.37989212884068063, 0.40285611716254305, 0.4662378341301034, 0.6926275071268901, 0.7345151909828807, 0.7763386994468359, 0.7973031945650776, 0.7635880282446548, 0.8214270820763583, 0.8196662408831374, 0.6936803422008718];en-hi
[0.6276236453210003, 0.3407162066975919, 0.37705788575335947, 0.44109044315938567, 0.5411850147752557, 0.6980601741012652, 0.7344799938906605, 0.7628900649677962, 0.7849444844752239, 0.7492981849625358, 0.7997332753784334, 0.8059799906041007, 0.7189407685920014];en-ar
[0.6387153182931555, 0.42565279988145144, 0.4495928496376534, 0.48200032412794824, 0.5804038593964651, 0.7121829617167047, 0.754610541142368, 0.7915721344389022, 0.7985942943114788, 0.7580970593929912, 0.8383313409786206, 0.8507331742245393, 0.6931568555813282];en-ru
[0.6928459001168085, 0.5150146214715399, 0.5124081353989216, 0.5308906200520384, 0.6181650316140925, 0.7350141704447257, 0.7703431442537112, 0.8153562883652437, 0.8389890267133402, 0.8169583790423348, 0.875412281365669, 0.8878386262928446, 0.7687148465728387];en-fr
[0.6184244010651795, 0.3689786202514855, 0.36681107019659975, 0.3852551367599517, 0.4623338996836295, 0.7029767887527123, 0.7445221854102176, 0.7785636427412586, 0.8019606663503994, 0.769290672003602, 0.8174874606643182, 0.8225762610975653, 0.7117514919201494];en-hi
[0.6130655290310582, 0.33696577641627906, 0.3680531296772339, 0.4228711022413821, 0.5321561297797598, 0.7083533688557023, 0.751792802727626, 0.7899052065917446, 0.8170928206232687, 0.8014721734600607, 0.8485552588956974, 0.8573499857153123, 0.7142064301040955];en-ar
[0.6447414221432215, 0.41647346863212686, 0.42958268327560895, 0.48424452177404115, 0.5600411117092395, 0.6948154585101304, 0.7421558442048263, 0.782859707272922, 0.7975715304872332, 0.7640077372236799, 0.8445668072835543, 0.8458633418637813, 0.6608544035461577];en-ru
[0.6948607320990413, 0.5104021168636003, 0.4994632381115419, 0.5291665900175576, 0.6241419983290446, 0.7354152090866894, 0.7687930387879411, 0.8109411972388625, 0.8299866534369843, 0.8038454997632652, 0.8730255090973029, 0.8703860288501407, 0.7551754047318051];en-fr
[0.6214391918918895, 0.3642129517905657, 0.35875567061360925, 0.39315671782552575, 0.4572926937061129, 0.6821521806484089, 0.7302011014455153, 0.7680259041907266, 0.7909243627132674, 0.7645457181800157, 0.8159099414660401, 0.8295024124525177, 0.7079164870164822];en-hi
[0.6146905890611621, 0.3191524677419026, 0.3476597931214686, 0.41437096161340986, 0.5298317143319097, 0.6773041750669169, 0.7267148437125919, 0.7662747981150945, 0.7921483562754777, 0.7818894724179214, 0.8257849225169047, 0.8403876943067492, 0.6937980562355369];en-ar
