Value;Language Pair
[0.0678810409744292, 0.06652099123645167, 0.07715130847442196, 0.09231259464522008, 0.09889263071131427, 0.10183138630137546, 0.10910947696655057, 0.11485406709986273, 0.1445024921298027, 0.19807548954308732, 0.19052326532067673, 0.21200536799055408, 0.20715485623455607];en-fr
[0.07451955294405162, 0.07333539359123097, 0.08171724766655825, 0.09542757165216607, 0.10067715210170718, 0.10103987007251271, 0.10770444226863038, 0.11528347334315185, 0.14535856468370184, 0.20387903931876644, 0.19852173227560707, 0.22390929596323986, 0.2099316200692556];en-fr
[0.07398562292184215, 0.0740724710120703, 0.08311828955866804, 0.09602121483717929, 0.10378637932951096, 0.10692491617206543, 0.11994245176733238, 0.12677552470174852, 0.15801027865090872, 0.2199417504952289, 0.2167752731499495, 0.24243893523025326, 0.22422461079714232];en-fr
[0.07217386324354448, 0.07138636874384247, 0.08097612961853155, 0.09504510508105159, 0.0983646998461918, 0.09947254240582697, 0.10955869726999663, 0.11921013208362274, 0.15190179522174002, 0.21409115720010596, 0.20822738146060146, 0.2304131367339287, 0.213186727978813];en-fr
[0.05301032613401185, 0.05685745034350839, 0.06200983683631057, 0.07721707425120622, 0.0850888463355659, 0.09082314644404688, 0.10387171112472424, 0.11236248542810791, 0.13672684144368394, 0.19058589935139753, 0.18358116917079315, 0.2155402187044383, 0.19201780000166035];en-hi
[0.05343018149095587, 0.055727668629875556, 0.060777153647621165, 0.07077791381149291, 0.07684414137356362, 0.08434379381895997, 0.09954860704985913, 0.1092413302648347, 0.13645753317410708, 0.18966083655439434, 0.18863300068426178, 0.22046135590272023, 0.19532529376521415];en-hi
[0.054182105197920466, 0.05682539705821546, 0.061887028140663464, 0.07469418793695513, 0.08488747154871089, 0.0917146082057734, 0.10823245834966656, 0.11653503166756127, 0.13444571521191392, 0.17942771470628213, 0.1776101398660103, 0.210706557564612, 0.18172772366571008];en-hi
[0.05671270496631041, 0.057974570266378575, 0.06382668391161132, 0.07515937003401632, 0.08365662037322909, 0.08752612503903219, 0.10031913428450935, 0.10861841355268552, 0.1307203191962326, 0.18117380843902356, 0.18113674268661997, 0.21601791794970632, 0.1895566532525263];en-hi
[0.05732828475864517, 0.05791359903631382, 0.06280575838877121, 0.07483479301197804, 0.08377415553783067, 0.08853179196258133, 0.10314023909001845, 0.11451601952943019, 0.14015972329751822, 0.19289173934282736, 0.19064842947339639, 0.22355826634151163, 0.19883974260889226];en-hi
[0.05300272068436607, 0.05417538655807948, 0.05844226671638898, 0.07099775646455236, 0.07920478130795527, 0.08818962900910993, 0.10298532792530023, 0.1115952936707763, 0.13890233938558957, 0.19232001956223393, 0.19130404022708536, 0.22396531305531972, 0.19021653449442238];en-hi
[0.05257190990168601, 0.054207465602725276, 0.061063852337863864, 0.0746384124259057, 0.08302044333040248, 0.09056781653524376, 0.10513675796973984, 0.11470559357787716, 0.14327888287534005, 0.1965823994120583, 0.18625524692726322, 0.21737513638287784, 0.18960237441729988];en-hi
[0.05299823738823033, 0.05595815294142813, 0.06299906139058294, 0.07704758759815013, 0.0848409482242605, 0.09179401587648317, 0.10658539349598868, 0.1137795554974, 0.13879850312683265, 0.1906769102368271, 0.18773545916879084, 0.22066578860917072, 0.19871069090766832];en-hi
[0.05423695214750251, 0.05381211743375752, 0.058829947794845794, 0.07088087955479569, 0.07990031296457165, 0.08426188739365897, 0.0990708229341617, 0.10777023241229472, 0.1394342781684827, 0.19144290482859652, 0.1923823481851723, 0.22680359549223794, 0.19943772054067813];en-hi
[0.05446664981177309, 0.05590957461233484, 0.061043203413220906, 0.07190576057651196, 0.0801725138911861, 0.08734108703827952, 0.09979342270840424, 0.11114436869195196, 0.13452455389368698, 0.189669994637341, 0.1844650408200978, 0.21324950400463422, 0.18955291379673872];en-hi
[0.06211529132467695, 0.06004098272138071, 0.06716321993258316, 0.07557149052241584, 0.08119412923078925, 0.0880507955874491, 0.09978404068271629, 0.11043785753351404, 0.1365626817548764, 0.18822045310548857, 0.1848352205757983, 0.210365448530938, 0.18897751655225875];en-ar
[0.06124678045931796, 0.06087313506154896, 0.06965815377011313, 0.07970007876731688, 0.08752375597468927, 0.09585984187573195, 0.10733802472562093, 0.11423346646921709, 0.13245027488932828, 0.17276949150883592, 0.17269679946098768, 0.1936317197084427, 0.1783567153008189];en-ar
[0.06145713911607163, 0.062290599780986666, 0.07047955233107496, 0.07929181132178928, 0.08672974866718869, 0.09419308115127205, 0.10723168616830663, 0.11592586598084018, 0.14256904672482051, 0.19232322515540182, 0.18787357950423028, 0.208811297959066, 0.18866652027441888];en-ar
[0.05999450288974913, 0.05948309908557348, 0.06766197733138687, 0.07530935199646047, 0.08168353579979157, 0.08903219701582565, 0.1004079917127965, 0.11023154370422708, 0.13231725068629022, 0.1805141087376105, 0.1762893155629281, 0.19654759097076022, 0.1767499392835889];en-ar
[0.05896067994684563, 0.059369079756899736, 0.06654605647020799, 0.07611449613026343, 0.08180910487204528, 0.08718657209730009, 0.1002195937942015, 0.10909182207169943, 0.13809694813709938, 0.19115134433074854, 0.187145411926409, 0.21553881609695963, 0.19538294394983677];en-ar
[0.05905012510897359, 0.05970404502873134, 0.06828251901722979, 0.07737538364627836, 0.08324031954805833, 0.08942866988561582, 0.10309739231981803, 0.11035039086895995, 0.1351243380692904, 0.18254346532204727, 0.1816520267209853, 0.2067956862556457, 0.19256025235768176];en-ar
[0.05880024533037795, 0.05934358992805573, 0.06776180063759961, 0.07709696900984273, 0.08363767667813227, 0.0886292334147729, 0.10076636622892693, 0.10660301799187437, 0.12731940520514035, 0.169758186343126, 0.16741065315372544, 0.19289207273646025, 0.18227530959277646];en-ar
[0.06290201860170783, 0.06165732512471732, 0.06825060929460323, 0.07610613514244323, 0.08268322817009176, 0.08780781792593552, 0.09865919760218822, 0.10780843668198213, 0.1380957496209521, 0.18779032677784563, 0.18465901572140864, 0.20836768324906008, 0.19848294543125666];en-ar
[0.06306251730030635, 0.06387794412573566, 0.06992646667367808, 0.08221838847716571, 0.08721376382512971, 0.09264625445511775, 0.10480148473286681, 0.11094789787220952, 0.13454606174120273, 0.18003933950932696, 0.183236927142716, 0.2033261017887853, 0.1907787472314667];en-ar
[0.06431016286087106, 0.06052568781393347, 0.06852500710806635, 0.0760808116018452, 0.08321751182503066, 0.09043282095261383, 0.09786319898488, 0.10723080076905898, 0.1317376065062126, 0.17410607690364122, 0.17347825377642312, 0.19913789227884263, 0.17978407412371597];en-ar
