Value;Language Pair
[0.013945516471647058, 0.025445509628324824, 0.01621107043571773, 0.008452749394175162, 0.011583559526011925, 0.007249516367687108, 0.0054014550435932274, 0.012067271663116762, 0.023029408024731884, 0.0383353773166179, 0.03754158449311569, 0.02315613287129797, 0.01686457656035853];en-ar
[0.021914228066363006, 0.012157247572411265, 0.014110243987691859, 0.013401757230157432, 0.008965354914604876, 0.008742008029458135, 0.012935924406151, 0.014546340911242931, 0.02187986329646175, 0.031675357460766274, 0.03147192887535541, 0.03610129164921949, 0.022448340011825618];en-ru
[0.012139131393478168, 0.011090792047567475, 0.0081111960669033, 0.005557670908410479, 0.003610059668342813, 0.0070155328616693085, 0.009074237940478177, 0.01163386128651904, 0.015277206317863503, 0.023052384351457785, 0.027499977431268335, 0.03297549322547606, 0.023309200176622177];en-fr
[0.027481921018778353, 0.03660587403392412, 0.022269048606025202, 0.016401408317127556, 0.020811211270455696, 0.016030227624905233, 0.011735537873766886, 0.013923681404124961, 0.007178014332567979, 0.011072548018966481, 0.008004145048907806, 0.010297316565659494, 0.026782933763975024];en-hi
[0.013874532047535814, 0.025891436856192725, 0.016528227941129306, 0.008565799831625816, 0.011687184906443972, 0.007040747755842932, 0.00577627744679197, 0.013266523483464316, 0.02492699370445444, 0.04003457887701756, 0.039416131146419564, 0.025899885391155845, 0.018876242567822547];en-ar
[0.02162101984460072, 0.01175960402736601, 0.014293137689162221, 0.013426708755805365, 0.008524828964276669, 0.008666100725279789, 0.01305762117435313, 0.014098189217357688, 0.020401024973182788, 0.028833016371389762, 0.028767798250770627, 0.03297578294190569, 0.021968819181404198];en-ru
[0.012227701109177286, 0.011027170744761531, 0.008203561096216288, 0.00564528968848514, 0.0033406257859252527, 0.006517208816193582, 0.008680658848738839, 0.010845479771602806, 0.014327332272648074, 0.02217833375075461, 0.026084384447399703, 0.03162014070675804, 0.023207629641169805];en-fr
[0.024936117953270893, 0.034971054722381066, 0.02101771163752111, 0.015462351977898393, 0.020871847312121557, 0.016092972301990457, 0.011640261986500873, 0.01464985190145362, 0.00830656882702175, 0.011213714342495584, 0.005917802294586846, 0.01094976582840566, 0.025233352341931164];en-hi
[0.012157681883403609, 0.024072168020385344, 0.014817928984774572, 0.007513987241834112, 0.011640667902374844, 0.007039051445348607, 0.005273531162680013, 0.011552174793837543, 0.021840785783816586, 0.036292877327249666, 0.035722023497704924, 0.021220686884658717, 0.015942957875376546];en-ar
[0.02349486889928317, 0.012839667916357055, 0.015020481418206881, 0.014433520223604501, 0.010014732125730645, 0.009676771253007602, 0.014755503231922, 0.0176009290991708, 0.026856056249610873, 0.03698829338976893, 0.035241908087714574, 0.0384455907444105, 0.02377308759929325];en-ru
[0.012037559959705747, 0.010468343882115663, 0.007691270000827125, 0.0049850769814964, 0.0033332127796271032, 0.006088948761238536, 0.008277333429399231, 0.010600264235497717, 0.01458536132279856, 0.022652421917220535, 0.02562746932201801, 0.030865746179684267, 0.021378337964728305];en-fr
[0.02684937567633365, 0.036788842435090466, 0.02228817803963408, 0.016352123414812694, 0.020518812186037617, 0.015734231112727197, 0.010814585966855179, 0.0117402250485298, 0.00472572313325545, 0.012605178733542029, 0.009237488067958165, 0.009878010885080788, 0.02713841084666595];en-hi
[0.012605153943859762, 0.025945443596046065, 0.01635242192011914, 0.008141473722456605, 0.0114442185261606, 0.0067717582515975, 0.0062157445039779475, 0.0139789072348764, 0.02505016586800827, 0.0401467585841598, 0.03789310772216958, 0.023127067465245177, 0.016958764952822867];en-ar
